evolution$generation,taux,scenario,pluPriority,buildNonRes,densifyGround,maxBuiltRatio,densifyOld,maximumDensity,impact
679,-1.0,reduction,0.7193749041122683,0.5333298653299816,0.8421279994203209,79.75840157313397,0.5251233010513271,0.9907603327247851,1864941.0
679,-1.0,reduction,0.5305255517281292,0.0,0.6626171885003094,52.90985696872849,0.22367687510772616,0.2731223750838541,1971032.0
679,-1.0,reduction,0.6929637848153904,0.16846058347361312,0.6817361368250765,80.38632434009864,0.4300766880747948,0.2519843260306631,1782309.0
679,-1.0,reduction,0.5671215373838245,0.31330884479491905,0.6470273740113057,63.49064965147865,0.03908056189242155,0.29659204987356885,1955328.0
679,-1.0,tendanciel,0.6742256223769629,0.0,0.5956389794351181,83.2754370834501,0.5212764558651597,0.21480198124129554,1851286.0
679,-1.0,tendanciel,0.6574749174184965,0.05011293304501073,0.767119725661019,77.2860901035736,0.47079345865671907,0.2674259765238361,1848224.0
679,-1.0,reduction,0.5554219095641159,0.2723501914793578,0.547793528416298,72.1354762668441,0.4470860707407653,0.1364719499120097,1790457.0
679,-1.0,tendanciel,0.5853630884766654,0.0,0.7699383303252424,66.4931225558957,0.1182854356248391,0.09419808272405057,1807488.0
679,-1.0,reduction,0.5653956478161111,0.3217151962989036,0.6462527169497034,62.8162082100246,0.03953529249887967,0.2849201505420945,1992207.0
679,-1.0,tendanciel,0.6849707799261269,0.08713904417299505,0.7683262005206918,75.10221118559899,0.4589836819349719,0.11631853649582947,1725357.0
679,-1.0,reduction,0.5323133906750004,0.025692136459600907,0.6606513258691997,55.03189277558248,0.21024600915522956,0.33935694747330897,2015345.0
679,-1.0,reduction,0.5821926187543232,0.1370466170696972,0.9896392799691138,90.43752663275696,0.41919472829627946,0.20781444047107556,1810498.0
679,-1.0,tendanciel,0.7098622289112874,0.4426852667962065,0.920239264818152,96.98720205097868,0.925097082114271,0.9703968499037949,2047211.0
679,-1.0,tendanciel,0.6716267413251771,0.53336595774482,0.7582294250131627,100.0,0.3669224044971077,1.0,2028174.0
679,-1.0,tendanciel,0.6883510836207041,0.0,0.5974503933408245,87.2614391138084,0.557097428189193,0.19109729823458507,1812320.0
679,-1.0,reduction,0.6603153274759783,0.3024185700328584,1.0,59.73389921503881,0.5287645980051452,0.7696001912535247,1989842.0
679,-1.0,reduction,1.0,0.3952402054017283,0.886016239741597,61.648324588081245,0.5672365838431107,0.0,1825003.0
679,-1.0,reduction,0.6652404198099977,0.04937593851227664,0.5948796929992091,84.77603655324343,0.5603925273847985,0.23728626738499345,1940467.0
679,-1.0,reduction,0.625466708914676,0.49531938330535685,0.878780456606532,95.03882236785212,0.7643713411215438,0.989089644658709,1919136.0
679,-1.0,reduction,0.5711016279948741,0.20809610910632886,0.659797640418393,68.34116557845701,0.044113525586886304,0.3030190847529279,1967814.0
679,-1.0,reduction,0.6097050187394092,0.546482968427519,0.7260286067618923,89.1578166895955,0.43466963556562105,1.0,1895573.0
679,-1.0,reduction,0.5702650110025123,0.18671104632053287,0.5767773268562912,67.71716102638266,0.08290186599907592,0.2993843812022673,1884777.0
679,-1.0,reduction,0.6464581547703954,0.48555671626184305,0.8933381370917116,94.68968562719758,0.9122779547227181,0.9999999999999999,2042042.0
679,-1.0,reduction,0.5613142195126385,0.1314758244146502,1.0,85.40580477471119,0.9109418367607025,3.5251809583355416E-4,1939074.0
679,-1.0,reduction,0.5291439135789534,0.0,0.6617005967150614,50.11480655221286,0.3098133227108481,0.34979770776085956,2041573.0
679,-1.0,reduction,0.6787776753997145,0.07599437001897674,0.7680000979577766,73.97593949001926,0.4592456081304047,0.11592720571932272,1825044.0
679,-1.0,reduction,0.5760814763029894,0.2059661064400522,0.6508163886965895,71.37721517108784,0.2942913800819248,0.33260427652366303,1906453.0
679,-1.0,reduction,0.6931597570735805,0.3646991995564643,0.9953268854266416,58.19626143535914,0.528891056248179,0.8475102271272733,2069532.0
679,-1.0,reduction,0.5274006488426541,0.017042489942811462,0.6621832930158921,54.694576814740834,0.22875890051037714,0.3584078689321437,2000688.0
679,-1.0,reduction,0.5706638061505926,0.13923420030444383,1.0,92.01473801927958,0.801672920436522,0.0,1887760.0
