"","CODE_IRIS","NB_NIV","n","poidsFitAIC","poidsFitCHI2"
"489",341720108,5,16,0.0659045167383243,0.0550736516976466
"490",341720108,6,4,0.0263116386144433,0.0399253309236127
"491",341720108,7,1,0.00900396548790475,0.0289436418364119
"492",341720301,1,250,0.532752407373286,0.233796559482059
"493",341720301,2,187,0.306417498099789,0.146658883354297
"494",341720301,3,53,0.117492581096803,0.0919980521286489
"495",341720301,4,18,0.0337884749526278,0.0577097097829338
"496",341720401,1,58,0.400762206537093,0.204246735041227
"497",341720401,2,71,0.240151860348613,0.145811770385171
"498",341720401,3,49,0.143908070891315,0.10409504161017
"499",341720401,4,14,0.0862351548624154,0.0743134635784179
"500",341720401,5,9,0.0516753639186859,0.05305239119556
"501",341720401,6,5,0.0309658310510261,0.037874108890063
"502",341720401,7,2,0.018555896271762,0.02703833120224
"503",341720401,8,2,0.0111193943376173,0.0193026681188487
"504",341720401,9,0,0.00666316132751772,0.0137801772498279
"505",341720401,10,1,0.0039928180913891,0.00983767030896864
"506",341720401,11,1,0.00239264750278278,0.00702311409740191
"507",341720706,1,6,0,0.200802759330546
"508",341720706,2,11,0,0.144940337311169
"509",341720706,3,13,0,0.104618589156408
"510",341720706,4,6,0,0.0755141694860248
"511",341720706,5,1,0,0.0545064681061493
"512",341723001,1,21,0.0416422498014344,0.356303839443404
"513",341723001,2,18,0.0987822663949373,0.164888760641866
"514",341723001,3,43,0.15621852326503,0.101742016695572
"515",341723001,4,115,0.185288017032863,0.0706256003205446
"516",341723001,5,219,0.175813462006556,0.0522940992143516
"517",341723001,6,94,0.139019483998113,0.0403340644219414
"518",341723001,7,29,0.0942220239428578,0.0319982144833255
"519",341723001,8,6,0.0558775349181117,0.0259139934894131
"520",341723001,9,6,0.0294557120664354,0.0213197628751691
"521",341723001,10,4,0.0139747588570441,0.0177592829470541
"522",341723001,11,1,0.00602735032025088,0.0149428448973744
"523",341722503,1,7,0.041252329085551,0.355935921433323
"524",341722503,2,2,0.0981004105601782,0.164763386045383
"525",341722503,3,22,0.155525611367986,0.101692361822961
"526",341722503,4,87,0.184924423251124,0.0706103691421403
"527",341722503,5,104,0.17590436463277,0.0522970694856504
"528",341722503,6,61,0.139436897845736,0.0403473477941757
"529",341722503,7,12,0.0947397030430974,0.032017475571361
"530",341722503,8,5,0.0563241153342086,0.0259366585322696
"531",341722503,9,1,0.0297648855293362,0.0213442248082605
"532",341722504,1,5,0.0572683411507113,0.369963557952674
"533",341722504,2,7,0.124309021797536,0.169422808392738
"534",341722504,3,19,0.179886857668809,0.103448343804551
"535",341722504,4,123,0.19523491393084,0.0710604134685601
"536",341722504,5,91,0.16951398056109,0.0520667706063423
"537",341722504,6,27,0.122651344420243,0.0397394928520472
"538",341722504,7,3,0.0760663039033275,0.0311974038911377
"539",341722504,8,1,0.0412781636414628,0.0250016938677285
"540",341722602,1,36,0.128099691052004,0.418053851036127
"541",341722602,2,131,0.210183317809795,0.18339820902103
"542",341722602,3,145,0.229909620768713,0.107274546851668
"543",341722602,4,105,0.188615470079246,0.0705912398033559
"544",341722602,5,106,0.123790541463261,0.0495488585326419
"545",341722602,6,30,0.0677043181617469,0.0362280756071687
"546",341722602,7,5,0.031739383387202,0.0272452836241727
"547",341722602,8,1,0.0130193305908345,0.0209166555097588
"548",341722502,1,17,0.0768710528553743,0.384864926523083
"549",341722502,2,17,0.152260667701177,0.174092903144029
"550",341722502,3,56,0.201058006168898,0.105000782825031
"551",341722502,4,96,0.199120638581207,0.0712453507242718
"552",341722502,5,67,0.157761551363166,0.0515643139743851
"553",341722502,6,18,0.104160921681499,0.0388750290460348
"554",341722502,7,15,0.0589469949795888,0.0301457897119137
"555",341722502,8,1,0.029189494878704,0.0238636816502763
"556",341720502,1,155,0.503083642253981,0.231430354218725
"557",341720502,2,177,0.313474466934199,0.14725230431615
"558",341720502,3,4,0.130218560316551,0.0936922954623457
"559",341720502,4,7,0.0405699871270726,0.0596136425149356
"560",341720502,5,7,0.0101117619576793,0.0379304013885195
"561",341720502,6,2,0.00210023338945348,0.0241339949850195
"562",341720502,7,1,0.000373905187300252,0.015355748756016
"563",341720502,8,1,5.82456471590588e-05,0.00977040974792005
"564",341720502,9,0,8.06515906695363e-06,0.00621662337402151
"565",341720502,10,1,1.00508990032972e-06,0.00395545398519829
"566",341722501,1,18,0.163170362801521,0.438396579809765
"567",341722501,2,68,0.240508237180424,0.188310353337681
"568",341722501,3,133,0.236334634789024,0.107849956887742
"569",341722501,4,75,0.174175093509253,0.0694893542433561
"570",341722501,5,26,0.102691552513372,0.0477579085364287
"571",341722501,6,3,0.0504547595618505,0.034190156604575
"572",341722501,7,1,0.0212482306769738,0.0251762670763483
"573",341722902,1,49,0.228765948889401,0.19738043435788
"574",341722902,2,125,0.28213519689481,0.143967226192052
"575",341722902,3,184,0.231970039577748,0.105008190324746
"576",341722902,4,54,0.143043388029758,0.0765918766856598
"577",341722902,5,16,0.0705657020062679,0.0558653144682264
"578",341722902,6,2,0.0290093700952323,0.0407475765797257
"579",341722601,1,14,0.139105824577391,0.424576051453336
"580",341722601,2,102,0.220402818936249,0.185040651220243
"581",341722601,3,222,0.232807901191414,0.107527002482616
"582",341722601,4,185,0.184433390367031,0.0702943553753317
"583",341722601,5,44,0.116888388437677,0.0490176052134233
"584",341722601,6,9,0.0617336486828087,0.0356051232710092
"585",341722601,7,2,0.0279463910387187,0.0266015752121634
"586",341720501,1,121,0.482758668100834,0.21957815238896
"587",341720501,2,134,0.249702736474343,0.148087589863575
"588",341720501,3,31,0.129156575992856,0.0998730248570254
"589",341720501,4,6,0.0668051193900804,0.0673562254830476
"590",341720501,5,7,0.034554368931008,0.0454262912114453
"591",341720501,6,2,0.0178729478088097,0.0306363356679836
"592",341720501,7,0,0.00924462732959303,0.0206617145738915
"593",341720501,8,0,0.00478170335287013,0.0139346445919477
"594",341720501,9,0,0.00247329461098525,0.00939778348062458
"595",341720501,10,1,0.00127929019876504,0.00633803996692788
"596",341720501,11,3,0.000661701766294779,0.00427449203370085
"597",341720501,12,1,0.000342259502918342,0.00288279692799545
"598",341720501,13,1,0.00017703076114463,0.00194421186483408
"599",341720501,14,0,9.15676266815714e-05,0.00131121264167227
"600",341720501,15,0,4.73625611836217e-05,0.000884306192539313
"601",341720501,16,0,2.44978742287722e-05,0.000596392543291867
"602",341720501,17,1,1.26713130947884e-05,0.000402218223387969
"603",341720403,1,11,0.191060579823465,0.453883014128529
"604",341720403,2,3,0.260377947545062,0.191625357256745
"605",341720403,3,7,0.236562580065517,0.107870020543448
"606",341720403,4,8,0.161194106917126,0.0683126397568072
"607",341720403,5,7,0.0878703304558607,0.0461455788071155
"608",341720402,1,1,0.166672109714055,0.324152082203979
"609",341720402,2,1,0.138892517557521,0.15331985909857
"610",341720402,3,0,0.115743008632712,0.0966911540787745
"611",341720402,4,3,0.0964518771992462,0.068600550173732
"612",341720402,5,5,0.0803760393405669,0.0519155162735123
"613",341720402,6,0,0.0669795952932148,0.0409256440473089
"614",341720402,7,0,0.0558159648379011,0.0331839686545817
"615",341720402,8,1,0.0465130002226426,0.0274672998758896
"616",341720402,9,0,0.0387605803464045,0.0230963332912195
"617",341720402,10,0,0.0323002726463281,0.0196636954335994
"618",341720402,11,0,0.0269167180600254,0.0169103285365771
"619",341720402,12,0,0.0224304518743826,0.0146636834167536
"620",341720402,13,0,0.0186919211386397,0.0128044391625056
"621",341720402,14,0,0.0155764992078539,0.0112474862035155
"622",341720402,15,2,0.0129803312229216,0.00993051649705309
"623",341720404,1,2,0.114002580115512,0.00890102217598377
"624",341720404,2,4,0.0990429654814129,0.0294258389720083
"625",341720404,3,0,0.0860463772084193,0.06485247664722
"626",341720404,4,2,0.0747552236012466,0.107197718252292
"627",341720404,5,1,0.0649457145898943,0.141753732687899
"628",341720404,6,11,0.0564234262222402,0.156207621599902
"629",341720404,7,3,0.0490194471915466,0.147544541306446
"630",341720404,8,1,0.042587031023254,0.12194166658175
"631",341720404,9,1,0.0369986875675816,0.0895836149519119
"632",341720404,10,0,0.0321436561514713,0.0592307934074776
"633",341720404,11,0,0.0279257103078793,0.0356019537477261
"634",341720404,12,0,0.0242612505722658,0.0196160496580587
"635",341720404,13,1,0.0210776475456092,0.00997670582257347
"636",341720404,14,1,0.018311802383542,0.00471170506683485
"637",341720404,15,0,0.0159088961805771,0.00207685322485567
"638",341720404,16,1,0.013821303462288,0.000858232169221968
"639",341720404,17,0,0.0120076482509124,0.000333791162841849
"640",341720404,18,0,0.0104319839956521,0.000122608702359863
"641",341720404,19,0,0.00906308111392857,4.2666464957637e-05
"642",341720404,20,0,0.00787380802270051,1.41050825683344e-05
"643",341720404,21,0,0.00684059339191649,4.44094408095929e-06
"644",341720404,22,1,0.00594295896199441,1.3346629064958e-06
"645",341720405,1,5,0.308139887084371,0.00741608085165842
"646",341720405,2,0,0.147121748701432,0.0253107766527254
"647",341720405,3,0,0.0936579341535266,0.0575897546227433
"648",341720405,4,2,0.067075634946885,0.0982757231142884
"649",341720405,5,1,0.0512405442970392,0.13416438832781
"650",341720405,6,2,0.0407747627910387,0.15263249936815
"651",341720405,7,0,0.0333736424237986,0.148836684524957
"652",341720405,8,1,0.0278849979166022,0.12699335926539
"653",341720405,9,1,0.0236688440858998,0.0963162384565309
"654",341720405,10,0,0.0203412910165383,0.0657446661752274
"655",341720405,11,3,0.017658132972801,0.0407970584452556
"656",341720405,12,1,0.0154566430254372,0.02320644499997
"657",341720405,13,0,0.0136242318481609,0.0121850207998006
"658",341720405,14,0,0.0120805385925547,0.00594099586987567
"659",341720405,15,1,0.01076668553248,0.00270351636423635
"660",341720405,16,1,0.00963856232378453,0.00115337366597197
"661",341720503,1,149,0.578152478631149,0.232137262831722
"662",341720503,2,129,0.243892190083808,0.147094136710793
"663",341720503,3,16,0.102885315868075,0.0932064279157888
"664",341720503,4,6,0.0434019154841986,0.0590603976411502
"665",341720503,5,2,0.0183089904696695,0.0374237125864567
"666",341720503,6,2,0.007723602248396,0.023713593536287
"667",341720503,7,2,0.00325818246452473,0.0150261553314659
"668",341720503,8,0,0.00137445619682721,0.00952134663604817
"669",341720503,9,0,0.000579810939861616,0.00603321606651739
"670",341720503,10,0,0.000244591807843166,0.00382295671995314
"671",341720503,11,0,0.000103180447885766,0.00242242245619943
"672",341720503,12,0,4.35264161943382e-05,0.00153497174730536
"673",341720503,13,0,1.83615107856506e-05,0.00097263722890113
"674",341720503,14,0,7.74575781351411e-06,0.000616313088957637
"675",341720503,15,0,3.26752873475433e-06,0.000390527744912297
"676",341720503,16,1,1.37839889775761e-06,0.000247458511394308
"677",341722403,1,30,0.174349355515835,0.186584263496649
"678",341722403,2,146,0.248889178915689,0.14027867903466
"679",341722403,3,128,0.236864744726859,0.105464991650073
"680",341722403,4,89,0.169065929881765,0.0792911976381078
"681",341722403,5,29,0.0965387691773105,0.0596130898463988
"682",341722403,6,12,0.0459373746521435,0.0448186001333252
"683",341722403,7,5,0.0187362984507046,0.0336957356695753
"684",341722403,8,2,0.00668666357199646,0.025333290172748
"685",341722403,9,1,0.00212120493004887,0.0190461961498625
"686",341722001,1,7,0.0671811934615192,0.377732942865382
"687",341722001,2,22,0.138939681912437,0.171894433717873
"688",341722001,3,50,0.191563880854906,0.10429836529144
"689",341722001,4,88,0.198089847027934,0.0711943799638146
"690",341722001,5,80,0.163870505527171,0.0518373326295192
"691",341722001,6,35,0.112968698230588,0.0393159113517395
"692",341722001,7,8,0.0667526736894669,0.0306710401570721
"693",341721202,1,29,0.317075992403722,0.211292642634155
"694",341721202,2,70,0.313975647823663,0.147216427699987
"695",341721202,3,5,0.207270412115738,0.102571846868663
"696",341721202,4,4,0.102621869012169,0.0714660988207723
"697",341721202,5,4,0.0406473761191547,0.0497934222360267
"698",341721202,6,6,0.0134166430709497,0.0346931613574321
"699",341721202,7,2,0.00379584462016344,0.0241721775873837
"700",341721202,8,1,0.0009396822861129,0.0168417678428387
"701",341722402,1,37,0.260411969165791,0.202798387254005
"702",341722402,2,158,0.296400595439963,0.145459033627866
"703",341722402,3,76,0.224908538212474,0.10433184775504
"704",341722402,4,38,0.127995316150903,0.0748329903237831
"705",341722402,5,12,0.0582736470096745,0.0536746598598306
"706",341722402,6,1,0.0221089987113577,0.0384986501087728
"707",341722402,7,4,0.00718983891301179,0.0276135156527919
"708",342950000,1,362,0.684283481547696,0.241215113351407
"709",342950000,2,166,0.21603959842866,0.143216100762301
"710",342950000,3,30,0.0682072698637303,0.0850313698531685
"711",342950000,4,11,0.0215341617745137,0.0504854818740436
"712",342950000,5,1,0.00679869058323815,0.0299746303564861
"713",340950102,1,465,0.478634555812889,0.229326738380971
"714",340950102,2,515,0.317965353238395,0.147636424769201
"715",340950102,3,169,0.140819984171167,0.0950456718327464
"716",340950102,4,34,0.0467745960526872,0.061188692074198
"717",340950103,1,216,0.522979063228169,0.233039050895062
"718",340950103,2,245,0.308933037598404,0.146869181827406
"719",340950103,3,58,0.121661494605745,0.0925619825853346
"720",340950103,4,2,0.0359338047447958,0.0583357278465416
"721",342590101,1,462,0.536652512970295,0.234092986132339
"722",342590101,2,518,0.305362054998266,0.14657100529771
"723",342590101,3,94,0.115836576281191,0.0917714791413547
"724",342590101,4,8,0.0329562371574562,0.0574602348307948
"725",342020103,1,231,0.455297551258406,0.227182366570752
"726",342020103,2,322,0.321095025607475,0.147908231011418
"727",342020103,3,110,0.150966498260166,0.0962964033307304
"728",342020103,4,15,0.0532339691820647,0.0626942613742629
"729",342020101,1,286,0.451049585033157,0.226777154949886
"730",342020101,2,248,0.321540031687268,0.147947247041588
"731",342020101,3,130,0.152810977489092,0.0965193690344236
"732",342020101,4,32,0.054467233952109,0.0629683132676644
"733",342020101,5,2,0.0155312379942365,0.0410799253604797
"734",342020102,1,370,0.586867944848126,0.237619223442295
"735",342020102,2,432,0.289209954048447,0.145249250355611
"736",342020102,3,19,0.0950155803135012,0.0887863550062911
"737",341790000,1,239,0.485799992198318,0.229958088717478
"738",341790000,2,352,0.316775806678113,0.147534086214577
"739",341790000,3,73,0.1377067562894,0.0946533636479816
"740",341790000,4,12,0.0448972514503388,0.0607267071613978
"741",341980104,1,10,0.406781997895665,0.205545071972921
"742",341980104,2,16,0.241310404083676,0.146110352308171
"743",341980104,3,13,0.143149675797508,0.103861575695818
"744",341980104,4,8,0.084918964678481,0.0738293128146458
"745",341980104,5,1,0.0503754585673371,0.052481077763028
"746",340870000,1,376,0.470661780436401,0.228609184947868
"747",340870000,2,439,0.319163631254606,0.147740055486433
"748",340870000,3,98,0.144286800344791,0.0954778960439041
"749",340870000,4,28,0.0489216471937161,0.0617031623749979
"750",340870000,5,16,0.0132698351251939,0.0398760383798637
"751",340870000,6,2,0.0029994991030005,0.0257701287206095
"752",342700101,1,596,0.597794928442368,0.238317771442515
"753",342700101,2,426,0.285080750913428,0.144917309172425
"754",342700101,3,91,0.0906342411358651,0.0881219489870988
"755",342700101,4,1,0.0216111548393407,0.0535855788216804
"756",342700101,5,1,0.00412243326704607,0.0325845523239041
"757",342700103,1,931,0.738158836201278,0.245308688472425
"758",342700103,2,364,0.213809252995488,0.139456308907873
"759",342700103,3,28,0.0412868653055258,0.0792799562678112
"760",342700102,1,563,0.720537346665262,0.244621215832417
"761",342700102,2,253,0.2245375011929,0.140251175528033
"762",342700102,3,10,0.0466476763721671,0.0804116362927031
"763",342700102,4,1,0.00726829271066738,0.0461032232131099
"764",342700102,5,1,0.000905992890303298,0.0264328309761148
"765",342700102,6,1,9.41100326623054e-05,0.0151550044599305
"766",341340000,1,605,0.66731264954363,0.242223228117204
"767",341340000,2,337,0.253901764836439,0.142472313420587
"768",341340000,3,39,0.0644037006553039,0.0838002211810685
"769",341340000,4,2,0.012252287791609,0.0492901175070079
"770",342590102,1,236,0.421914230849147,0.223868985777409
"771",342590102,2,396,0.323526605057868,0.148123116442278
"772",342590102,3,114,0.165388217994941,0.0980057936492717
"773",342590102,4,36,0.0634103862493383,0.06484562180115
"774",342590102,5,5,0.019449400364968,0.0429051641765775
"775",340950101,1,708,0.791977665937006,0.247095785139044
"776",340950101,2,207,0.178046692215644,0.136864074166587
"777",340950101,3,8,0.026684779948036,0.0758077471331059
"778",342560000,1,361,0.483413608831245,0.229748521322944
"779",342560000,2,321,0.317183742083534,0.147569242047309
"780",342560000,3,120,0.138743199617886,0.0947848589972302
"781",342560000,4,35,0.045517013215495,0.0608810438441134
"782",341690000,1,473,0.457169723928585,0.227359467699258
"783",341690000,2,827,0.32088657876114,0.147889992715248
"784",341690000,3,209,0.150153128462073,0.0961976651627586
"785",341690000,4,19,0.0526961007702287,0.0625734751409726
"786",341690000,5,3,0.014794918040419,0.0407020251956564
"787",341690000,6,1,0.00346150848328642,0.0264753531955122
"788",341722401,1,128,0.331711679446043,0.213272143443609
"789",341722401,2,122,0.31700283593965,0.147508639768975
"790",341722401,3,45,0.201964143804241,0.102023632599944
"791",341722401,4,39,0.0965042992320713,0.0705641488199634
"792",341722401,5,17,0.0368900324378374,0.0488053500134701
"793",341722401,6,0,0.0117514150845593,0.0337559827443627
"794",341722401,7,5,0.00320866595810845,0.0233471611354744
"795",341722401,8,0,0.000766596619391003,0.0161479503415387
"796",341722401,9,1,0.000162800888326022,0.0111686512428527
"797",341722401,10,0,3.11163860006551e-05,0.00772474326129183
"798",341722401,11,1,5.40665732957296e-06,0.0053427810713545
"799",341721701,1,50,0.457894257707636,0.215433540226819
"800",341721701,2,70,0.248227106466009,0.147770297534553
"801",341721701,3,33,0.134565339807842,0.101358687279892
"802",341721701,4,17,0.0729486434233542,0.0695240089416531
"803",341721701,5,2,0.0395458784922384,0.0476879481082029
"804",341721701,6,1,0.0214380478146386,0.0327101447311415
"805",341721701,7,1,0.0116216888238538,0.0224365612440385
"806",342700104,1,48,0.535678289633357,0.234019224187054
"807",342700104,2,39,0.305628442175579,0.146593174152107
"808",342700104,3,10,0.116249804499394,0.0918281768629963
"809",342700104,4,1,0.0331628585103602,0.0575225559768024
"810",342700104,5,0,0.00756835808413869,0.0360329972688124
"811",342700104,6,1,0.00143936235351599,0.0225716133458647
"812",342170102,1,575,0.612139047292627,0.239198852401661
"813",342170102,2,487,0.279336032994756,0.144459020803034
"814",342170102,3,46,0.084979188605762,0.0872429298127622
"815",342170102,4,1,0.019389180887279,0.0526884978176087
"816",342170101,1,353,0.643521305900401,0.240988668576062
"817",342170101,2,200,0.265509132790487,0.143370914539118
"818",342170101,3,37,0.0730305782147815,0.085295376157055
"819",342170101,4,1,0.015065768072639,0.0507446103497407
"820",340580103,1,90,0.594630768430644,0.238117968311464
"821",340580103,2,59,0.286298563050975,0.145014969574367
"822",340580103,3,15,0.0918966542564229,0.0883148027415873
"823",340580103,4,1,0.022122871418379,0.0537841328117904
"824",340580101,1,718,0.645925476202464,0.241118145241179
"825",340580101,2,352,0.264379768341392,0.14328291288537
"826",340580101,3,75,0.0721411003626257,0.0851449529208231
"827",340580101,4,9,0.0147638141739635,0.0505968427211493
"828",340580101,5,2,0.00241715424763606,0.0300668495962329
"829",341722304,1,49,0.370203314921463,0.197183328513309
"830",341722304,2,66,0.233152820542623,0.143908096185858
"831",341722304,3,8,0.146838873494455,0.10502683114227
"832",341722304,4,8,0.0924786357674745,0.0766505537363294
"833",341722304,5,9,0.0582427382469409,0.0559410135884912
"834",341722304,6,14,0.0366810834778203,0.0408268022703735
"835",341722304,7,6,0.0231016247794204,0.0297961670105865
"836",341722304,8,1,0.0145493267060071,0.0217458022463595
"837",341722304,9,3,0.00916311772956794,0.0158704948582736
"838",341722305,1,26,0.24824040892199,0.200778534675847
"839",341722305,2,166,0.291317544061555,0.144933814635163
"840",341722305,3,140,0.227913233644742,0.104621794648583
"841",341722305,4,43,0.133731497971747,0.0755221957211542
"842",341722305,5,6,0.0627751649652572,0.0545163850964544
"843",341722305,6,1,0.0245561778400665,0.0393531493040585
"844",341722305,7,0,0.00823354545812193,0.0284074293885683
"845",341722305,8,1,0.00241557795948222,0.0205061617364196
"846",341720202,1,212,0.499157546349025,0.231102113219087
"847",341720202,2,325,0.314277501656411,0.14732056819029
"848",341720202,3,52,0.13191606373556,0.0939123814559622
"849",341720202,4,6,0.0415282221438868,0.0598662868265496
"850",341720202,5,0,0.0104587307146408,0.0381629370146397
"851",341720202,6,1,0.00219499420142068,0.0243277116184441
"852",341721502,1,171,0.522222161896701,0.225371623784393
"853",341721502,2,161,0.249506175520637,0.148054351130705
"854",341721502,3,12,0.119208521133672,0.0972619823234913
"855",341721502,4,5,0.0569551895107372,0.0638947328008196
"856",341721502,5,14,0.0272119273132037,0.0419746419120855
"857",341721502,6,2,0.0130012558023266,0.0275745822294948
"858",341721502,7,9,0.00621171188986356,0.0181146890239997
"859",341721502,8,1,0.00296781827765957,0.0119001606517622
"860",341721502,9,0,0.00141795780058364,0.00781762377207405
"861",341721502,10,0,0.000677468812484562,0.00513566524269127
"862",341721502,11,0,0.000323679584611283,0.00337379467904347
"863",341721502,12,0,0.000154646932173753,0.00221636146408507
"864",341721502,13,0,7.3886876923283e-05,0.0014560038789539
"865",341721502,14,0,3.53015123206107e-05,0.000956498896899894
"866",341721502,15,0,1.68662802383184e-05,0.000628356938463678
"867",341721502,16,0,8.05833490910813e-06,0.000412789228921369
"868",341721502,17,0,3.85009383158602e-06,0.00027117540538362
"869",341721502,18,1,1.83948950735002e-06,0.000178144426580903
"870",341721803,1,73,0.334112016086941,0.179594353865306
"871",341721803,2,118,0.222481176793261,0.252625789852084
"872",341721803,3,30,0.148147542273469,0.236903474691094
"873",341721803,4,7,0.0986496682461551,0.166619735321485
"874",341721803,5,7,0.0656896287021243,0.093750034641076
"875",341721803,6,11,0.043741934420455,0.0439577229464289
"876",341721803,7,16,0.029127228523694,0.0176665663327816
"877",341721803,8,7,0.0193954714786175,0.00621265393056343
"878",341721803,9,4,0.0129152113999399,0.00194200191525117
"879",341721803,10,7,0.00860008408091691,0.00054634208389706
"880",341721803,11,0,0.00572669265012455,0.000139729135033684
"881",341721803,12,0,0.00381333582328117,3.27582524575604e-05
"882",341721803,13,0,0.00253925450334814,7.0891207564797e-06
"883",341721803,14,0,0.00169085906187665,1.4245553874353e-06
"884",341721803,15,3,0.00112592273179417,2.67179468391524e-07
"885",341721603,1,223,0.542572770683287,0.234536498735258
"886",341721603,2,173,0.303704116480004,0.146433408784257
"887",341721603,3,25,0.113331882653262,0.0914260395452633
"888",341721603,4,6,0.0317186570631608,0.057082060551135
"889",341721603,5,0,0.00710178412172664,0.0356393173429577
"890",341721603,6,2,0.00132507022631238,0.0222514907207005
"891",341721603,7,5,0.000211915896210758,0.0138927700137685
"892",341721603,8,1,2.96548838719392e-05,0.00867398328849531
"893",341721602,1,220,0.452378941753367,0.226904463789881
"894",341721602,2,302,0.321404954638646,0.147935392471198
"895",341721602,3,43,0.152233942729351,0.0964497567834248
"896",341721602,4,12,0.0540793778637743,0.062882555879202
"897",341721602,5,16,0.0153688674559646,0.0409976755335946
"898",341721602,6,6,0.00363974365413374,0.026729342910087
"899",341721602,7,1,0.000738844322176338,0.0174267873265053
"900",341722102,1,279,0.657853981638713,0.239352100640856
"901",341722102,2,139,0.225082120480805,0.144374472629382
"902",341722102,3,16,0.077010951326823,0.0870850445481915
"903",341722102,4,6,0.0263489903666874,0.0525287112454332
"904",341722102,5,1,0.00901520214180202,0.031684722898421
"905",341722102,6,3,0.00308451551753971,0.0191118655178696
"906",341722102,7,3,0.00105535470289982,0.0115280605339091
"907",341722102,8,1,0.000361085409556032,0.0069535953750415
"908",341722202,1,97,0.450704426589934,0.2141577911047
"909",341722202,2,159,0.247569946442173,0.147623331421565
"910",341722202,3,24,0.135989075690053,0.10175977193072
"911",341722202,4,3,0.0746981973086723,0.0701450853579611
"912",341722202,5,22,0.0410313891233654,0.04835243737796
"913",341722202,6,8,0.0225383604163306,0.0333303208408484
"914",341722202,7,4,0.012380221608611,0.0229752696574562
"915",341722202,8,2,0.00680040092744569,0.0158373217693692
"916",341722202,9,1,0.00373543012685963,0.0109169887694935
"917",341722201,1,242,0.57016251281545,0.236504482633588
"918",341722201,2,175,0.295103600149099,0.145727016399422
"919",341722201,3,20,0.101826096786488,0.0897926460936408
"920",341722201,4,5,0.0263514761803969,0.0553275534743592
"921",341722201,5,5,0.00545557823623203,0.0340911901656818
"922",341722201,6,2,0.000941229177190898,0.0210059757558463
"923",341722201,7,1,0.000139188445655526,0.0129432564633485
"924",341722201,8,1,1.80102209847485e-05,0.00797524903499836
"925",341721802,1,37,0.263048837362603,0.396116698063056
"926",341721802,2,18,0.193854146524786,0.177420994739413
"927",341721802,3,3,0.142861038663521,0.105956012553021
"928",341721802,4,7,0.105281608538668,0.0711866777052134
"929",341721802,5,9,0.0775874038169067,0.0510153143552356
"930",341721802,6,43,0.0571781274488866,0.0380830020719843
"931",341721802,7,8,0.0421374875008862,0.0292412707524128
"932",341721802,8,0,0.0310532704043969,0.0229200811199974
"933",341721802,9,0,0.0228847437282137,0.0182505300941308
"934",341721802,10,1,0.016864938497166,0.0147139693817005
"935",341722704,1,1,0.0233596665126098,0.336296405905831
"936",341722704,2,5,0.0637499239752236,0.157832043836437
"937",341722704,3,0,0.115984898005085,0.0987658649695764
"938",341722704,4,18,0.158264854211572,0.0695298168029789
"939",341722704,5,4,0.172765692840541,0.0522112417539669
"940",341722704,6,3,0.157162628701141,0.0408399993406135
"941",341722704,7,10,0.122544626544165,0.0328580576267645
"942",341722704,8,12,0.0836078997697327,0.0269868931875077
"943",341722704,9,1,0.0507046551196971,0.0225166261866565
"944",340770101,1,252,0.464665086008782,0.228059571210315
"945",340770101,2,420,0.319977054896895,0.147810657829318
"946",340770101,3,90,0.146894783279895,0.0957994898086849
"947",340770101,4,12,0.050577245363266,0.0620898545638161
"948",340770101,5,1,0.0139313742335525,0.0402418639958805
"949",340770101,6,3,0.00319780147905953,0.0260816783875458
"950",341720203,1,247,0.476636030242046,0.229148413596513
"951",341720203,2,385,0.318278173516488,0.147663417360994
"952",341720203,3,75,0.14168882097247,0.0951544219071958
"953",341720203,4,15,0.0473070186531236,0.0613175840726843
"954",341720203,5,2,0.0126358819191914,0.0395130992459571
"955",341722701,1,19,0.222222252529602,0.36617428294897
"956",341722701,2,18,0.172839523010272,0.16818885802506
"957",341722701,3,25,0.134430734880787,0.103001924788243
"958",341722701,4,24,0.104557234166369,0.0709652899365352
"959",341722701,5,8,0.0813222900716534,0.0521525257436236
"960",341722701,6,6,0.0632506675910648,0.0399239476773277
"961",341722701,7,16,0.0491949617649773,0.0314359121031108
"962",341722701,8,13,0.0382627465484564,0.0252681529169174
"963",341722701,9,1,0.0297599128224891,0.0206329037238074
"964",341722701,10,1,0.023146597959991,0.0170585549503411
"965",341722701,11,2,0.0180029088229247,0.0142458685050674
"966",341722701,12,0,0.0140022618722093,0.0119960909040409
"967",341722701,13,0,0.0108906476984576,0.0101722498679719
"968",341722701,14,0,0.00847050343540002,0.00867704228387743
"969",341722701,15,0,0.00658816908192569,0.00743957057610347
"970",341722701,16,0,0.00512413130849428,0.00640705603344175
"971",341722701,17,1,0.00398543530686322,0.00553947952042698
"972",341722701,18,2,0.00309978289566107,0.00480601093996975
"973",341721601,1,121,0.469230870749695,0.217373429514342
"974",341721601,2,115,0.249053260685178,0.147950500409327
"975",341721601,3,30,0.132189782310821,0.100699292550501
"976",341721601,4,9,0.070162255652902,0.068538784878162
"977",341721601,5,17,0.0372399593391281,0.0466494343067916
"978",341721601,6,7,0.0197658207917458,0.0317509235830798
"979",341721601,7,4,0.0104910874905525,0.0216105760629085
"980",341721601,8,1,0.00556834537224931,0.0147087689134066
"981",341721601,9,0,0.00295550582459373,0.0100112038808316
"982",341721601,10,1,0.00156869125301382,0.00681390833819049
