CODE_IRIS,id_2,count,unique,min,max,range,sum,mean,median,stddev,minority,majority,q1,q3,iqr
341200102,308732,4,2,1,2,1,5,1.25,1,0.433012701892219,2,1,1,1.5,0.5
341290103,252170,10,1,1,1,0,10,1,1,0,1,1,1,1,0
341720901,211035,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341230102,179530,4,2,1,2,1,6,1.5,1.5,0.5,1,1,1,2,1
340880101,85232,1,1,1,1,0,1,1,1,0,1,1,1,1,0
340900103,328609,4,2,1,2,1,6,1.5,1.5,0.5,1,1,1,2,1
341230101,187750,8,2,1,2,1,10,1.25,1,0.433012701892219,2,1,1,1.5,0.5
342440000,435955,5,2,1,2,1,6,1.2,1,0.4,2,1,1,1,0
340570107,303986,1,1,3,3,0,3,3,3,0,3,3,3,3,0
342590101,148084,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
340900102,338863,5,2,1,2,1,8,1.6,2,0.489897948556636,1,2,1,2,1
341290101,280896,6,2,1,2,1,7,1.16666666666667,1,0.372677996249965,2,1,1,1,0
341721501,271258,4,2,1,2,1,5,1.25,1,0.433012701892219,2,1,1,1.5,0.5
341980104,341081,2,2,2,3,1,5,2.5,2.5,0.5,2,2,2,3,1
342700101,195353,5,2,1,2,1,6,1.2,1,0.4,2,1,1,1,0
340770101,278636,5,2,1,2,1,9,1.8,2,0.4,1,2,2,2,0
340870000,56568,2,1,1,1,0,2,1,1,0,1,1,1,1,0
342700102,196718,5,1,1,1,0,5,1,1,0,1,1,1,1,0
341340000,172090,2,1,1,1,0,2,1,1,0,1,1,1,1,0
341721904,327985,1,1,3,3,0,3,3,3,0,3,3,3,3,0
341722902,240435,3,2,1,2,1,4,1.33333333333333,1,0.471404520791032,2,1,1,1.5,0.5
340950101,158457,6,2,1,2,1,11,1.83333333333333,2,0.372677996249965,1,2,2,2,0
341980101,341095,8,2,1,2,1,15,1.875,2,0.330718913883074,1,2,2,2,0
342700103,197421,4,2,1,2,1,6,1.5,1.5,0.5,1,1,1,2,1
340580101,404435,1,1,1,1,0,1,1,1,0,1,1,1,1,0
340570102,296484,6,2,1,2,1,9,1.5,1.5,0.5,1,1,1,2,1
341721201,252768,1,1,4,4,0,4,4,4,0,4,4,4,4,0
341290109,282289,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341721901,297196,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
340770102,287545,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341720301,243769,2,1,1,1,0,2,1,1,0,1,1,1,1,0
340900101,332695,6,2,1,2,1,11,1.83333333333333,2,0.372677996249965,1,2,2,2,0
341640000,369408,3,2,1,2,1,4,1.33333333333333,1,0.471404520791032,2,1,1,1.5,0.5
341721201,256877,4,2,3,4,1,15,3.75,4,0.433012701892219,3,4,3.5,4,0.5
341720204,258180,1,1,5,5,0,5,5,5,0,5,5,5,5,0
343370103,237183,6,2,1,2,1,9,1.5,1.5,0.5,1,1,1,2,1
341721002,219241,5,2,1,2,1,7,1.4,1,0.489897948556636,2,1,1,2,1
341290101,289097,2,2,2,3,1,5,2.5,2.5,0.5,2,2,2,3,1
341721904,300623,2,1,4,4,0,8,4,4,0,4,4,4,4,0
340570106,312176,2,1,3,3,0,6,3,3,0,3,3,3,3,0
341200102,311453,4,2,1,2,1,7,1.75,2,0.433012701892219,1,2,1.5,2,0.5
341640000,372826,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341721103,239104,2,2,2,3,1,5,2.5,2.5,0.5,2,2,2,3,1
341721501,272625,8,3,1,3,2,12,1.5,1,0.707106781186548,3,1,1,2,1
342490000,376299,2,2,1,3,2,4,2,2,1,1,1,1,3,2
342700101,219287,1,1,1,1,0,1,1,1,0,1,1,1,1,0
343270101,378516,4,1,1,1,0,4,1,1,0,1,1,1,1,0
341721001,233600,5,2,1,2,1,9,1.8,2,0.4,1,2,2,2,0
340950102,135212,6,2,1,2,1,8,1.33333333333333,1,0.471404520791032,2,1,1,2,1
341160101,157553,2,1,1,1,0,2,1,1,0,1,1,1,1,0
341722305,258198,11,2,2,3,1,27,2.45454545454545,2,0.497929597731969,3,2,2,3,1
341722601,250710,9,4,1,5,4,32,3.55555555555556,4,1.64053589558149,2,5,2,5,3
341200101,306007,1,1,1,1,0,1,1,1,0,1,1,1,1,0
340900104,336137,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341720603,211014,4,3,1,3,2,7,1.75,1.5,0.82915619758885,2,1,1,2.5,1.5
341200101,321044,2,2,3,4,1,7,3.5,3.5,0.5,3,3,3,4,1
340580101,389398,3,1,1,1,0,3,1,1,0,1,1,1,1,0
341720803,233593,2,2,4,6,2,10,5,5,1,4,4,4,6,2
340570105,315611,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
341721804,301338,3,3,1,4,3,8,2.66666666666667,3,1.24721912892465,1,1,2,3.5,1.5
343270103,357287,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341980103,343851,5,2,1,2,1,6,1.2,1,0.4,2,1,1,1,0
342700102,204240,5,2,1,2,1,6,1.2,1,0.4,2,1,1,1,0
341722003,261660,1,1,1,1,0,1,1,1,0,1,1,1,1,0
342170101,251873,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341720103,249971,1,1,3,3,0,3,3,3,0,3,3,3,3,0
340570101,301284,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341721103,237038,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
340270000,441968,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
341721904,315002,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341722002,272598,6,3,1,4,3,13,2.16666666666667,2,0.897527467855751,1,2,2,2,0
341200102,297098,1,1,2,2,0,2,2,2,0,2,2,2,2,0
340950101,145470,6,2,1,2,1,8,1.33333333333333,1,0.471404520791032,2,1,1,2,1
340220101,416156,1,1,1,1,0,1,1,1,0,1,1,1,1,0
343370102,235147,5,2,1,2,1,6,1.2,1,0.4,2,1,1,1,0
341722301,247936,3,3,1,5,4,8,2.66666666666667,2,1.69967317119759,1,1,1.5,3.5,2
342440000,444851,4,1,1,1,0,4,1,1,0,1,1,1,1,0
340770102,269073,2,1,2,2,0,4,2,2,0,2,2,2,2,0
341690000,257408,1,1,3,3,0,3,3,3,0,3,3,3,3,0
341721302,252116,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341720901,202809,1,1,2,2,0,2,2,2,0,2,2,2,2,0
340900103,333357,2,1,4,4,0,8,4,4,0,4,4,4,4,0
341720707,217161,1,1,3,3,0,3,3,3,0,3,3,3,3,0
340770102,271119,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341720703,223990,2,2,2,3,1,5,2.5,2.5,0.5,2,2,2,3,1
341720106,238322,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341720501,203427,9,2,1,2,1,14,1.55555555555556,2,0.496903994999953,1,2,1,2,1
342170101,260072,5,2,1,2,1,9,1.8,2,0.4,1,2,2,2,0
341720102,252002,2,2,3,4,1,7,3.5,3.5,0.5,3,3,3,4,1
341721302,237753,16,2,2,3,1,42,2.625,3,0.484122918275927,2,3,2,3,1
341160101,184254,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
341790000,102272,1,1,1,1,0,1,1,1,0,1,1,1,1,0
340900103,323800,4,2,1,3,2,10,2.5,3,0.866025403784439,1,3,2,3,1
341980102,332209,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341290101,282257,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341160101,173968,6,1,1,1,0,6,1,1,0,1,1,1,1,0
340580101,386674,7,2,1,2,1,8,1.14285714285714,1,0.349927106111883,2,1,1,1,0
341230101,177500,3,2,1,3,2,7,2.33333333333333,3,0.942809041582063,1,3,2,3,1
342700101,202885,11,2,1,2,1,16,1.45454545454545,1,0.497929597731969,2,1,1,2,1
340570107,299196,2,1,1,1,0,2,1,1,0,1,1,1,1,0
341200101,306003,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341290103,254919,1,1,3,3,0,3,3,3,0,3,3,3,3,0
341722305,260939,1,1,4,4,0,4,4,4,0,4,4,4,4,0
341690000,249225,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341720901,203517,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341721602,273989,7,5,1,5,4,19,2.71428571428571,2,1.27775312999988,1,2,2,3.5,1.5
341720101,241057,4,3,1,3,2,8,2,2,0.707106781186548,1,2,1.5,2.5,1
340580103,409222,1,1,2,2,0,2,2,2,0,2,2,2,2,0
340900103,334724,2,1,2,2,0,4,2,2,0,2,2,2,2,0
341720803,227433,2,2,2,7,5,9,4.5,4.5,2.5,2,2,2,7,5
340870000,66133,9,2,2,3,1,19,2.11111111111111,2,0.314269680527354,3,2,2,2,0
340570102,291697,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341720106,239003,3,2,2,3,1,7,2.33333333333333,2,0.471404520791032,3,2,2,2.5,0.5
340570105,319028,7,2,1,2,1,8,1.14285714285714,1,0.349927106111883,2,1,1,1,0
341722503,257532,13,4,3,6,3,61,4.69230769230769,5,0.910166120476864,3,4,4,5,1
341160101,176049,3,2,1,2,1,4,1.33333333333333,1,0.471404520791032,2,1,1,1.5,0.5
341290109,283660,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341720301,241735,8,3,1,3,2,12,1.5,1,0.707106781186548,3,1,1,2,1
341720702,213737,3,2,1,2,1,4,1.33333333333333,1,0.471404520791032,2,1,1,1.5,0.5
341722401,273926,2,2,2,4,2,6,3,3,1,2,2,2,4,2
340880101,71589,3,2,1,2,1,4,1.33333333333333,1,0.471404520791032,2,1,1,1.5,0.5
342700103,207012,3,2,1,2,1,4,1.33333333333333,1,0.471404520791032,2,1,1,1.5,0.5
341160101,165771,3,1,1,1,0,3,1,1,0,1,1,1,1,0
340770101,285468,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341690000,247144,3,1,2,2,0,6,2,2,0,2,2,2,2,0
342560000,421522,1,1,1,1,0,1,1,1,0,1,1,1,1,0
342270000,446084,4,1,1,1,0,4,1,1,0,1,1,1,1,0
340870000,66816,5,2,1,2,1,6,1.2,1,0.4,2,1,1,1,0
340220103,429803,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341722302,253419,14,5,1,5,4,43,3.07142857142857,3,1.09962887988148,2,3,3,4,1
341722704,278068,5,2,4,5,1,22,4.4,4,0.489897948556636,5,4,4,5,1
341290107,273331,1,1,3,3,0,3,3,3,0,3,3,3,3,0
341722304,261618,4,1,2,2,0,8,2,2,0,2,2,2,2,0
343370103,200956,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341160102,194524,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
341290101,300046,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341722602,261654,1,1,1,1,0,1,1,1,0,1,1,1,1,0
343370102,231047,10,1,1,1,0,10,1,1,0,1,1,1,1,0
341200102,318296,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
340570104,298529,3,3,1,4,3,8,2.66666666666667,3,1.24721912892465,1,1,2,3.5,1.5
341340000,177542,2,2,1,3,2,4,2,2,1,1,1,1,3,2
341720109,226673,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341720301,247890,3,1,3,3,0,9,3,3,0,3,3,3,3,0
341200101,293002,2,1,1,1,0,2,1,1,0,1,1,1,1,0
341160102,198632,1,1,1,1,0,1,1,1,0,1,1,1,1,0
340880101,81159,7,2,1,2,1,13,1.85714285714286,2,0.349927106111883,1,2,2,2,0
340220103,425703,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341290102,293873,3,2,1,2,1,4,1.33333333333333,1,0.471404520791032,2,1,1,1.5,0.5
341720301,241731,1,1,1,1,0,1,1,1,0,1,1,1,1,0
340570101,298544,1,1,2,2,0,2,2,2,0,2,2,2,2,0
343070000,403013,1,1,2,2,0,2,2,2,0,2,2,2,2,0
342590102,159706,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
341200101,312159,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
340950101,160513,6,2,1,2,1,9,1.5,1.5,0.5,1,1,1,2,1
343370103,240603,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
341720109,222566,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341721101,230891,5,2,1,2,1,9,1.8,2,0.4,1,2,2,2,0
341721903,288319,4,2,1,2,1,6,1.5,1.5,0.5,1,1,1,2,1
340570103,288937,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341290109,280908,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341720501,202743,4,2,1,2,1,7,1.75,2,0.433012701892219,1,2,1.5,2,0.5
343370103,235147,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341980101,333560,10,1,1,1,0,10,1,1,0,1,1,1,1,0
341720901,200783,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
340270000,433077,3,2,1,2,1,4,1.33333333333333,1,0.471404520791032,2,1,1,1.5,0.5
340570103,298523,6,2,1,2,1,8,1.33333333333333,1,0.471404520791032,2,1,1,2,1
341720902,213764,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341722602,255499,2,2,4,6,2,10,5,5,1,4,4,4,6,2
342950000,146114,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
342590102,161078,5,2,1,2,1,8,1.6,2,0.489897948556636,1,2,1,2,1
341721501,261670,3,2,1,3,2,7,2.33333333333333,3,0.942809041582063,1,3,2,3,1
341290107,275419,2,1,1,1,0,2,1,1,0,1,1,1,1,0
342700101,213115,4,1,1,1,0,4,1,1,0,1,1,1,1,0
340770102,277972,3,1,1,1,0,3,1,1,0,1,1,1,1,0
340570101,293071,1,1,2,2,0,2,2,2,0,2,2,2,2,0
340570107,302589,2,2,2,3,1,5,2.5,2.5,0.5,2,2,2,3,1
341200102,320355,3,2,1,2,1,4,1.33333333333333,1,0.471404520791032,2,1,1,1.5,0.5
341722304,258186,1,1,9,9,0,9,9,9,0,9,9,9,9,0
343370103,248786,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341690000,248538,1,1,1,1,0,1,1,1,0,1,1,1,1,0
342170101,255964,1,1,1,1,0,1,1,1,0,1,1,1,1,0
342590101,155611,4,2,1,2,1,5,1.25,1,0.433012701892219,2,1,1,1.5,0.5
341290109,295234,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341690000,242372,1,1,1,1,0,1,1,1,0,1,1,1,1,0
343370102,226936,3,2,1,2,1,4,1.33333333333333,1,0.471404520791032,2,1,1,1.5,0.5
341230101,170646,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
341720204,264340,2,2,1,3,2,4,2,2,1,1,1,1,3,2
341720502,201393,6,2,1,2,1,9,1.5,1.5,0.5,1,1,1,2,1
341160102,219818,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
340950101,148887,9,1,1,1,0,9,1,1,0,1,1,1,1,0
341720202,270484,3,2,1,2,1,4,1.33333333333333,1,0.471404520791032,2,1,1,1.5,0.5
341200102,305998,4,2,1,2,1,7,1.75,2,0.433012701892219,1,2,1.5,2,0.5
340220102,420241,2,1,2,2,0,4,2,2,0,2,2,2,2,0
341160102,215034,1,1,3,3,0,3,3,3,0,3,3,3,3,0
341690000,260132,1,1,4,4,0,4,4,4,0,4,4,4,4,0
341720902,215133,4,2,1,2,1,5,1.25,1,0.433012701892219,2,1,1,1.5,0.5
341721802,276706,2,2,5,6,1,11,5.5,5.5,0.5,5,5,5,6,1
341200101,299158,4,2,1,2,1,5,1.25,1,0.433012701892219,2,1,1,1.5,0.5
341720108,213700,1,1,6,6,0,6,6,6,0,6,6,6,6,0
341160102,221194,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341690000,246457,4,1,2,2,0,8,2,2,0,2,2,2,2,0
340950103,141387,3,2,1,3,2,7,2.33333333333333,3,0.942809041582063,1,3,2,3,1
341290102,292510,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
343370103,218666,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341721802,279450,3,2,1,2,1,4,1.33333333333333,1,0.471404520791032,2,1,1,1.5,0.5
342700103,207009,3,1,1,1,0,3,1,1,0,1,1,1,1,0
341721401,229530,1,1,1,1,0,1,1,1,0,1,1,1,1,0
340570105,314260,5,2,1,2,1,6,1.2,1,0.4,2,1,1,1,0
341720403,199349,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341200102,299831,4,2,1,2,1,5,1.25,1,0.433012701892219,2,1,1,1.5,0.5
341690000,264217,1,1,2,2,0,2,2,2,0,2,2,2,2,0
342700101,199461,13,3,1,3,2,26,2,2,0.392232270276368,1,2,2,2,0
341723001,262328,24,3,4,6,2,121,5.04166666666667,5,0.538451999305003,4,5,5,5,0
343270102,377134,7,1,1,1,0,7,1,1,0,1,1,1,1,0
342020101,122158,5,1,1,1,0,5,1,1,0,1,1,1,1,0
341721904,304051,1,1,3,3,0,3,3,3,0,3,3,3,3,0
340880102,116062,1,1,1,1,0,1,1,1,0,1,1,1,1,0
340570104,297845,1,1,4,4,0,4,4,4,0,4,4,4,4,0
341720801,227436,1,1,3,3,0,3,3,3,0,3,3,3,3,0
340580101,394889,5,1,1,1,0,5,1,1,0,1,1,1,1,0
341720103,243131,1,1,2,2,0,2,2,2,0,2,2,2,2,0
340880102,87986,2,1,1,1,0,2,1,1,0,1,1,1,1,0
343370101,230347,4,2,1,2,1,5,1.25,1,0.433012701892219,2,1,1,1.5,0.5
341720204,260909,2,2,3,4,1,7,3.5,3.5,0.5,3,3,3,4,1
343370103,235813,5,2,1,2,1,7,1.4,1,0.489897948556636,2,1,1,2,1
340570101,287604,6,1,2,2,0,12,2,2,0,2,2,2,2,0
340220103,422971,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
343270102,377131,7,1,1,1,0,7,1,1,0,1,1,1,1,0
341720402,200713,1,1,8,8,0,8,8,8,0,8,8,8,8,0
340880102,87989,4,1,1,1,0,4,1,1,0,1,1,1,1,0
341720602,202115,3,2,2,3,1,7,2.33333333333333,2,0.471404520791032,3,2,2,2.5,0.5
343370103,246079,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341290102,299339,5,2,1,2,1,6,1.2,1,0.4,2,1,1,1,0
343270101,379195,6,2,1,2,1,7,1.16666666666667,1,0.372677996249965,2,1,1,1,0
342700101,194679,6,2,1,2,1,7,1.16666666666667,1,0.372677996249965,2,1,1,1,0
343270101,377839,5,2,1,2,1,6,1.2,1,0.4,2,1,1,1,0
340570107,290284,2,1,1,1,0,2,1,1,0,1,1,1,1,0
342700102,199452,5,2,1,2,1,9,1.8,2,0.4,1,2,2,2,0
341160102,189047,3,2,1,2,1,4,1.33333333333333,1,0.471404520791032,2,1,1,1.5,0.5
341720202,274583,4,3,1,3,2,9,2.25,2.5,0.82915619758885,1,3,1.5,3,1.5
341722503,258904,17,3,1,6,5,80,4.70588235294118,5,1.40439251603686,1,5,5,5,0
341720401,211000,1,1,6,6,0,6,6,6,0,6,6,6,6,0
341722002,276701,5,2,2,3,1,14,2.8,3,0.4,2,3,3,3,0
341720106,231482,4,3,2,6,4,17,4.25,4.5,1.78535710713571,2,6,2.5,6,3.5
341722601,253442,6,2,2,3,1,17,2.83333333333333,3,0.372677996249965,2,3,3,3,0
341721001,219917,3,2,2,3,1,8,2.66666666666667,3,0.471404520791032,2,3,2.5,3,0.5
341720704,225346,9,2,1,2,1,12,1.33333333333333,1,0.471404520791032,2,1,1,2,1
340580102,377093,3,1,1,1,0,3,1,1,0,1,1,1,1,0
343370102,227622,6,2,1,2,1,7,1.16666666666667,1,0.372677996249965,2,1,1,1,0
340570104,303307,4,2,1,2,1,6,1.5,1.5,0.5,1,1,1,2,1
341230102,190456,1,1,4,4,0,4,4,4,0,4,4,4,4,0
341720901,208304,5,2,1,2,1,9,1.8,2,0.4,1,2,2,2,0
342490000,389985,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
343270102,368928,2,1,2,2,0,4,2,2,0,2,2,2,2,0
341721904,309524,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341721201,250042,5,2,1,3,2,7,1.4,1,0.8,3,1,1,1,0
341230102,175401,6,1,1,1,0,6,1,1,0,1,1,1,1,0
341720101,244489,14,2,1,2,1,18,1.28571428571429,1,0.451753951452626,2,1,1,2,1
340950103,147551,1,1,1,1,0,1,1,1,0,1,1,1,1,0
342170101,253251,8,1,1,1,0,8,1,1,0,1,1,1,1,0
341721401,228838,1,1,7,7,0,7,7,7,0,7,7,7,7,0
340570103,280740,4,3,1,7,6,14,3.5,3,2.59807621135332,5,1,1,6,5
342170102,261445,5,1,2,2,0,10,2,2,0,2,2,2,2,0
342700101,211766,4,2,1,2,1,6,1.5,1.5,0.5,1,1,1,2,1
341290107,252834,2,1,1,1,0,2,1,1,0,1,1,1,1,0
340950102,135894,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341720201,268396,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341230102,170633,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
340770101,273849,1,1,2,2,0,2,2,2,0,2,2,2,2,0
340580101,390776,7,2,1,2,1,8,1.14285714285714,1,0.349927106111883,2,1,1,1,0
341980102,327416,5,2,1,2,1,6,1.2,1,0.4,2,1,1,1,0
341690000,241685,1,1,1,1,0,1,1,1,0,1,1,1,1,0
340900102,329287,3,2,1,2,1,4,1.33333333333333,1,0.471404520791032,2,1,1,1.5,0.5
341722802,247965,20,2,2,3,1,53,2.65,3,0.476969600708473,2,3,2,3,1
342560000,437944,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341720803,236328,2,2,1,3,2,4,2,2,1,1,1,1,3,2
340900102,339545,3,1,1,1,0,3,1,1,0,1,1,1,1,0
341290107,268566,2,1,1,1,0,2,1,1,0,1,1,1,1,0
341720108,205487,2,1,4,4,0,8,4,4,0,4,4,4,4,0
340570107,295760,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341790000,109095,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341230102,176101,6,2,2,3,1,15,2.5,2.5,0.5,2,2,2,3,1
342950000,142020,3,1,1,1,0,3,1,1,0,1,1,1,1,0
341723001,266435,16,4,3,6,3,76,4.75,5,1.03077640640442,4,5,4,5.5,1.5
340900101,339524,6,3,1,3,2,11,1.83333333333333,1.5,0.897527467855751,2,1,1,3,2
341290104,302052,1,1,1,1,0,1,1,1,0,1,1,1,1,0
340770102,276598,7,2,1,2,1,12,1.71428571428571,2,0.451753951452626,1,2,1.5,2,0.5
341720103,252027,2,2,1,3,2,4,2,2,1,1,1,1,3,2
341721501,263032,8,3,1,3,2,17,2.125,2,0.59947894041409,1,2,2,2.5,0.5
340900102,332025,7,2,1,2,1,9,1.28571428571429,1,0.451753951452626,2,1,1,1.5,0.5
342950000,160482,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341720108,212337,4,2,2,3,1,10,2.5,2.5,0.5,2,2,2,3,1
342560000,449570,7,2,1,2,1,10,1.42857142857143,1,0.494871659305394,2,1,1,2,1
341290109,288389,1,1,2,2,0,2,2,2,0,2,2,2,2,0
342020102,119409,5,2,2,3,1,11,2.2,2,0.4,3,2,2,2,0
341721001,232914,6,3,1,3,2,12,2,2,0.816496580927726,1,1,1,3,2
340950101,144097,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341230102,178832,6,2,1,2,1,9,1.5,1.5,0.5,1,1,1,2,1
341721401,227473,4,2,1,2,1,5,1.25,1,0.433012701892219,2,1,1,1.5,0.5
340570106,316289,1,1,2,2,0,2,2,2,0,2,2,2,2,0
342490000,385187,4,2,1,2,1,5,1.25,1,0.433012701892219,2,1,1,1.5,0.5
340900101,334052,4,1,2,2,0,8,2,2,0,2,2,2,2,0
341721803,284235,1,1,6,6,0,6,6,6,0,6,6,6,6,0
342560000,439308,1,1,1,1,0,1,1,1,0,1,1,1,1,0
342590101,146715,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
340950103,137275,2,1,2,2,0,4,2,2,0,2,2,2,2,0
340220101,412744,5,2,1,2,1,7,1.4,1,0.489897948556636,2,1,1,2,1
342700103,214510,1,1,1,1,0,1,1,1,0,1,1,1,1,0
340880101,76378,3,1,1,1,0,3,1,1,0,1,1,1,1,0
340880102,97617,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341980103,343165,4,1,1,1,0,4,1,1,0,1,1,1,1,0
340570103,295108,9,2,1,2,1,15,1.66666666666667,2,0.471404520791032,1,2,1,2,1
341721803,287645,2,1,5,5,0,10,5,5,0,5,5,5,5,0
342590101,148049,5,2,2,3,1,14,2.8,3,0.4,2,3,3,3,0
342950000,141336,5,1,1,1,0,5,1,1,0,1,1,1,1,0
342700101,197406,4,2,2,5,3,11,2.75,2,1.29903810567666,5,2,2,3.5,1.5
340770101,277959,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341720105,236975,2,2,1,4,3,5,2.5,2.5,1.5,1,1,1,4,3
340220103,425025,1,1,2,2,0,2,2,2,0,2,2,2,2,0
342700101,195364,6,2,1,2,1,8,1.33333333333333,1,0.471404520791032,2,1,1,2,1
341722304,258867,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341721501,264399,12,2,2,3,1,27,2.25,2,0.433012701892219,3,2,2,2.5,0.5
341720503,196592,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341720301,238986,3,1,1,1,0,3,1,1,0,1,1,1,1,0
341721302,251430,13,2,1,2,1,23,1.76923076923077,2,0.421325044234743,1,2,2,2,0
341230101,185708,4,1,1,1,0,4,1,1,0,1,1,1,1,0
341720801,226755,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341721804,296536,5,2,1,2,1,9,1.8,2,0.4,1,2,2,2,0
341720803,234959,1,1,3,3,0,3,3,3,0,3,3,3,3,0
340770102,285496,4,2,1,2,1,5,1.25,1,0.433012701892219,2,1,1,1.5,0.5
340900103,342245,7,2,1,2,1,11,1.57142857142857,2,0.494871659305394,1,2,1,2,1
340570107,301928,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
342590101,146034,1,1,2,2,0,2,2,2,0,2,2,2,2,0
342700103,184435,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341980103,358227,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341722403,260261,5,2,3,4,1,19,3.8,4,0.4,3,4,4,4,0
341720502,204806,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341721302,248695,8,2,1,2,1,13,1.625,2,0.484122918275927,1,2,1,2,1
341721103,237057,1,1,5,5,0,5,5,5,0,5,5,5,5,0
340770101,284790,4,2,2,3,1,9,2.25,2,0.433012701892219,3,2,2,2.5,0.5
340870000,58622,2,1,2,2,0,4,2,2,0,2,2,2,2,0
341290109,287718,2,1,4,4,0,8,4,4,0,4,4,4,4,0
340570101,323841,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341290103,254229,11,2,1,2,1,19,1.72727272727273,2,0.445361771415123,1,2,1.5,2,0.5
342170101,255296,1,1,2,2,0,2,2,2,0,2,2,2,2,0
342270000,445399,4,2,1,2,1,5,1.25,1,0.433012701892219,2,1,1,1.5,0.5
