CODE_IRIS,NB_NIV,effectif,poidsNormalise_a_l_IRIS
341722704,5,4,0.07407407407407407
341722704,6,3,0.05555555555555555
341722704,7,10,0.18518518518518517
341722704,8,12,0.2222222222222222
341722704,9,1,0.018518518518518517
341722801,1,48,0.18823529411764706
341722801,2,145,0.5686274509803921
341722801,3,29,0.11372549019607843
341722801,4,7,0.027450980392156862
341722801,5,15,0.058823529411764705
341722801,6,5,0.0196078431372549
341722801,7,5,0.0196078431372549
341722801,13,1,0.00392156862745098
341722802,1,51,0.09090909090909091
341722802,2,257,0.45811051693404636
341722802,3,185,0.32976827094474154
341722802,4,35,0.062388591800356503
341722802,5,15,0.026737967914438502
341722802,6,8,0.0142602495543672
341722802,7,9,0.016042780748663103
341722802,8,1,0.0017825311942959
341722901,1,84,0.20689655172413793
341722901,2,135,0.33251231527093594
341722901,3,133,0.3275862068965517
341722901,4,42,0.10344827586206896
341722901,5,12,0.029556650246305417
341722902,1,49,0.11395348837209303
341722902,2,125,0.29069767441860467
341722902,3,184,0.42790697674418604
341722902,4,54,0.12558139534883722
341722902,5,16,0.037209302325581395
341722902,6,2,0.004651162790697674
341723001,1,21,0.03776978417266187
341723001,2,18,0.03237410071942446
341723001,3,43,0.07733812949640288
341723001,4,115,0.2068345323741007
341723001,5,219,0.39388489208633093
341723001,6,94,0.16906474820143885
341723001,7,29,0.052158273381294966
341723001,8,6,0.01079136690647482
341723001,9,6,0.01079136690647482
341723001,10,4,0.007194244604316547
341723001,11,1,0.0017985611510791368
341790000,1,239,0.35355029585798814
341790000,2,352,0.5207100591715976
341790000,3,73,0.10798816568047337
341790000,4,12,0.01775147928994083
341980101,1,458,0.4437984496124031
341980101,2,510,0.4941860465116279
341980101,3,58,0.0562015503875969
341980101,4,5,0.0048449612403100775
341980101,6,1,9.689922480620155e-4
341980102,1,792,0.6275752773375595
341980102,2,449,0.35578446909667194
341980102,3,21,0.01664025356576862
341980103,1,852,0.8369351669941061
341980103,2,154,0.1512770137524558
341980103,3,11,0.010805500982318271
341980103,4,1,9.823182711198428e-4
341980104,1,10,0.20833333333333334
341980104,2,16,0.3333333333333333
341980104,3,13,0.2708333333333333
341980104,4,8,0.16666666666666666
341980104,5,1,0.020833333333333332
342020101,1,286,0.40974212034383956
342020101,2,248,0.3553008595988539
342020101,3,130,0.18624641833810887
342020101,4,32,0.045845272206303724
342020101,5,2,0.0028653295128939827
342020102,1,370,0.45066991473812423
342020102,2,432,0.5261875761266748
342020102,3,19,0.023142509135200974
342020103,1,231,0.3407079646017699
342020103,2,322,0.4749262536873156
342020103,3,110,0.16224188790560473
342020103,4,15,0.022123893805309734
342170101,1,353,0.5972927241962775
342170101,2,200,0.338409475465313
342170101,3,37,0.06260575296108291
342170101,4,1,0.001692047377326565
342170102,1,575,0.5184851217312895
342170102,2,487,0.43913435527502254
342170102,3,46,0.04147880973850315
342170102,4,1,9.017132551848512e-4
342270000,1,295,0.4675118858954041
342270000,2,274,0.43423137876386686
342270000,3,60,0.09508716323296355
342270000,4,2,0.003169572107765452
342440000,1,448,0.49448123620309054
342440000,2,410,0.45253863134657835
342440000,3,48,0.052980132450331126
342490000,1,350,0.4088785046728972
342490000,2,394,0.4602803738317757
342490000,3,92,0.10747663551401869
342490000,4,15,0.017523364485981307
342490000,5,3,0.0035046728971962616
342490000,6,2,0.002336448598130841
342560000,1,361,0.43130227001194743
342560000,2,321,0.3835125448028674
342560000,3,120,0.14336917562724014
342560000,4,35,0.04181600955794504
342590101,1,462,0.4269870609981516
342590101,2,518,0.4787430683918669
342590101,3,94,0.08687615526802218
342590101,4,8,0.0073937153419593345
342590102,1,236,0.29987293519695046
342590102,2,396,0.5031766200762389
342590102,3,114,0.144853875476493
342590102,4,36,0.045743329097839895
342590102,5,5,0.0063532401524777635
342700101,1,596,0.5345291479820627
342700101,2,426,0.3820627802690583
342700101,3,91,0.08161434977578476
342700101,4,1,8.968609865470852e-4
342700101,5,1,8.968609865470852e-4
342700102,1,563,0.6791314837153196
342700102,2,253,0.30518697225572977
342700102,3,10,0.012062726176115802
342700102,4,1,0.0012062726176115801
342700102,5,1,0.0012062726176115801
342700102,6,1,0.0012062726176115801
342700103,1,931,0.7037037037037037
342700103,2,364,0.2751322751322751
342700103,3,28,0.021164021164021163
342700104,1,48,0.48484848484848486
342700104,2,39,0.3939393939393939
342700104,3,10,0.10101010101010101
342700104,4,1,0.010101010101010102
342700104,6,1,0.010101010101010102
342950000,1,362,0.6350877192982456
342950000,2,166,0.2912280701754386
342950000,3,30,0.05263157894736842
342950000,4,11,0.01929824561403509
342950000,5,1,0.0017543859649122807
343070000,1,518,0.5174825174825175
343070000,2,432,0.43156843156843155
343070000,3,44,0.04395604395604396
343070000,4,7,0.006993006993006993
343270101,1,440,0.46462513199577615
343270101,2,483,0.5100316789862724
343270101,3,23,0.024287222808870117
343270101,4,1,0.0010559662090813093
343270102,1,657,0.6636363636363637
343270102,2,307,0.3101010101010101
343270102,3,26,0.026262626262626262
343270103,1,70,0.5882352941176471
343270103,2,43,0.36134453781512604
343270103,3,4,0.03361344537815126
343270103,4,2,0.01680672268907563
343270104,1,38,0.95
343270104,2,2,0.05
343370101,1,398,0.4090441932168551
343370101,2,416,0.42754367934224047
343370101,3,152,0.15621788283658788
343370101,4,7,0.007194244604316547
343370102,1,814,0.7933723196881092
343370102,2,209,0.2037037037037037
343370102,3,3,0.0029239766081871343
343370103,1,634,0.5784671532846716
343370103,2,391,0.35675182481751827
343370103,3,64,0.058394160583941604
343370103,4,4,0.0036496350364963502
343370103,5,2,0.0018248175182481751
343370103,6,1,9.124087591240876e-4
