"","surface","dBestAD","dBestCVM","dBestKS","dBestAIC","CODE_IRIS"
"748",1050,3.54657295014196e-07,3.54657295014196e-07,2.67464663265822e-07,2.67464663265822e-07,"343270101"
"749",1070,2.91952086572073e-07,2.91952086572073e-07,2.18847415080171e-07,2.18847415080171e-07,"343270101"
"750",1090,2.40333476998902e-07,2.40333476998902e-07,1.79067359786786e-07,1.79067359786786e-07,"343270101"
"751",1110,1.97841299387743e-07,1.97841299387743e-07,1.46518154346323e-07,1.46518154346323e-07,"343270101"
"752",1130,1.62861954282005e-07,1.62861954282005e-07,1.19885441872903e-07,1.19885441872903e-07,"343270101"
"753",1150,1.34067134792571e-07,1.34067134792571e-07,9.80937770966533e-08,9.80937770966533e-08,"343270101"
"754",1170,1.10363385424974e-07,1.10363385424974e-07,8.02631992238816e-08,8.02631992238816e-08,"343270101"
"755",1190,9.08505791617489e-08,9.08505791617489e-08,6.56736985803383e-08,6.56736985803383e-08,"343270101"
"756",1210,7.47877360072126e-08,7.47877360072126e-08,5.37361421788159e-08,5.37361421788159e-08,"343270101"
"757",10,0.00878353262863232,0.00878353262863232,0.00907331406210296,0.00907331406210296,"343270103"
"758",30,0.007230559513235,0.007230559513235,0.00742405110438205,0.00742405110438205,"343270103"
"759",50,0.00595215992071447,0.00595215992071447,0.00607457588519775,0.00607457588519775,"343270103"
"760",70,0.0048997878596962,0.0048997878596962,0.00497039576724432,0.00497039576724432,"343270103"
"761",90,0.00403348051628701,0.00403348051628701,0.00406692327990171,0.00406692327990171,"343270103"
"762",110,0.00332034070476587,0.00332034070476587,0.00332767564981581,0.00332767564981581,"343270103"
"763",130,0.00273328762868893,0.00273328762868893,0.00272280160412681,0.00272280160412681,"343270103"
"764",150,0.00225002851376686,0.00225002851376686,0.00222787595775625,0.00222787595775625,"343270103"
"765",170,0.00185221206126494,0.00185221206126494,0.0018229133094477,0.0018229133094477,"343270103"
"766",190,0.00152473157513541,0.00152473157513541,0.00149156101900227,0.00149156101900227,"343270103"
"767",210,0.00125515129980701,0.00125515129980701,0.00122043887763437,0.00122043887763437,"343270103"
"768",230,0.00103323418436279,0.00103323418436279,0.000998598806931653,0.000998598806931653,"343270103"
"769",250,0.000850553140406247,0.000850553140406247,0.00081708276873172,0.00081708276873172,"343270103"
"770",270,0.000700171031508299,0.000700171031508299,0.000668561034044964,0.000668561034044964,"343270103"
"771",290,0.00057637724214297,0.00057637724214297,0.000547036204100922,0.000547036204100922,"343270103"
"772",310,0.000474470822571297,0.000474470822571297,0.000447601031706283,0.000447601031706283,"343270103"
"773",330,0.00039058197480955,0.00039058197480955,0.00036624026359244,0.00036624026359244,"343270103"
"774",350,0.000321525100783629,0.000321525100783629,0.000299668502024985,0.000299668502024985,"343270103"
"775",370,0.00026467783231505,0.00026467783231505,0.000245197538427482,0.000245197538427482,"343270103"
"776",390,0.000217881449218911,0.000217881449218911,0.000200627801869827,0.000200627801869827,"343270103"
"777",410,0.000179358903987191,0.000179358903987191,0.000164159539044569,0.000164159539044569,"343270103"
"778",430,0.000147647340123779,0.000147647340123779,0.00013432013912414,0.00013432013912414,"343270103"
"779",450,0.000121542541580114,0.000121542541580114,0.000109904668832129,0.000109904668832129,"343270103"
"780",470,0.000100053203812336,0.000100053203812336,8.99272164983115e-05,8.99272164983115e-05,"343270103"
"781",490,8.23632899474496e-05,8.23632899474496e-05,7.35810803405118e-05,7.35810803405118e-05,"343270103"
"782",510,6.78010425702255e-05,6.78010425702255e-05,6.02061933516925e-05,6.02061933516925e-05,"343270103"
"783",530,5.58134743833393e-05,5.58134743833393e-05,4.9262469389236e-05,4.9262469389236e-05,"343270103"
"784",550,4.59453690481697e-05,4.59453690481697e-05,4.03079941651417e-05,4.03079941651417e-05,"343270103"
"785",570,3.78219947834434e-05,3.78219947834434e-05,3.29811804759448e-05,3.29811804759448e-05,"343270103"
"786",590,3.11348742873098e-05,3.11348742873098e-05,2.69861670895927e-05,2.69861670895927e-05,"343270103"
"787",610,2.56300706093622e-05,2.56300706093622e-05,2.20808716873726e-05,2.20808716873726e-05,"343270103"
"788",630,2.10985441398952e-05,2.10985441398952e-05,1.8067215431355e-05,1.8067215431355e-05,"343270103"
"789",650,1.73682145323666e-05,1.73682145323666e-05,1.4783124419389e-05,1.4783124419389e-05,"343270103"
"790",670,1.42974261182273e-05,1.42974261182273e-05,1.20959850414948e-05,1.20959850414948e-05,"343270103"
"791",690,1.17695686695502e-05,1.17695686695502e-05,9.89728896092954e-06,9.89728896092954e-06,"343270103"
"792",710,9.68864923810726e-06,9.68864923810726e-06,8.09825148097506e-06,8.09825148097506e-06,"343270103"
"793",730,7.97564691575599e-06,7.97564691575599e-06,6.62622636441197e-06,6.62622636441197e-06,"343270103"
"794",750,6.56551209167677e-06,6.56551209167677e-06,5.42177233388925e-06,5.42177233388925e-06,"343270103"
"795",770,5.40469625614913e-06,5.40469625614913e-06,4.4362527966754e-06,4.4362527966754e-06,"343270103"
"796",790,4.44911854754841e-06,4.44911854754841e-06,3.62987186920349e-06,3.62987186920349e-06,"343270103"
"797",810,3.6624918241461e-06,3.6624918241461e-06,2.9700673948764e-06,2.9700673948764e-06,"343270103"
"798",830,3.01494469490558e-06,3.01494469490558e-06,2.4301960642053e-06,2.4301960642053e-06,"343270103"
"799",850,2.4818871822215e-06,2.4818871822215e-06,1.98845754162583e-06,1.98845754162583e-06,"343270103"
"800",870,2.04307694123998e-06,2.04307694123998e-06,1.62701415457259e-06,1.62701415457259e-06,"343270103"
"801",890,1.68185057633856e-06,1.68185057633856e-06,1.33127059731692e-06,1.33127059731692e-06,"343270103"
"802",910,1.38449086475109e-06,1.38449086475109e-06,1.08928456356677e-06,1.08928456356677e-06,"343270103"
"803",930,1.13970585826487e-06,1.13970585826487e-06,8.91284508811531e-07,8.91284508811531e-07,"343270103"
"804",950,9.38200082379597e-07,9.38200082379597e-07,7.29275069359521e-07,7.29275069359521e-07,"343270103"
"805",970,7.72321549629621e-07,7.72321549629621e-07,5.96714204646629e-07,5.96714204646629e-07,"343270103"
"806",990,6.35771182741127e-07,6.35771182741127e-07,4.88249025624547e-07,4.88249025624547e-07,"343270103"
"807",1010,5.23363613248775e-07,5.23363613248775e-07,3.9949964181679e-07,3.9949964181679e-07,"343270103"
"808",1030,4.30830272130066e-07,4.30830272130066e-07,3.26882298654032e-07,3.26882298654032e-07,"343270103"
"809",1050,3.54657295014196e-07,3.54657295014196e-07,2.67464663265822e-07,2.67464663265822e-07,"343270103"
"810",1070,2.91952086572073e-07,2.91952086572073e-07,2.18847415080171e-07,2.18847415080171e-07,"343270103"
"811",1090,2.40333476998902e-07,2.40333476998902e-07,1.79067359786786e-07,1.79067359786786e-07,"343270103"
"812",1110,1.97841299387743e-07,1.97841299387743e-07,1.46518154346323e-07,1.46518154346323e-07,"343270103"
"813",1130,1.62861954282005e-07,1.62861954282005e-07,1.19885441872903e-07,1.19885441872903e-07,"343270103"
"814",1150,1.34067134792571e-07,1.34067134792571e-07,9.80937770966533e-08,9.80937770966533e-08,"343270103"
"815",1170,1.10363385424974e-07,1.10363385424974e-07,8.02631992238816e-08,8.02631992238816e-08,"343270103"
"816",1190,9.08505791617489e-08,9.08505791617489e-08,6.56736985803383e-08,6.56736985803383e-08,"343270103"
"817",1210,7.47877360072126e-08,7.47877360072126e-08,5.37361421788159e-08,5.37361421788159e-08,"343270103"
"818",1230,6.15648849868803e-08,6.15648849868803e-08,4.39684841676697e-08,4.39684841676697e-08,"343270103"
"819",1250,5.0679901088091e-08,5.0679901088091e-08,3.59763005235747e-08,3.59763005235747e-08,"343270103"
"820",1270,4.17194375470049e-08,4.17194375470049e-08,2.94368619674696e-08,2.94368619674696e-08,"343270103"
"821",1290,3.43432294039625e-08,3.43432294039625e-08,2.40861019582609e-08,2.40861019582609e-08,"343270103"
"822",1310,2.82711722698637e-08,2.82711722698637e-08,1.97079535238793e-08,1.97079535238793e-08,"343270103"
"823",1330,2.32726856321815e-08,2.32726856321815e-08,1.61256243443815e-08,1.61256243443815e-08,"343270103"
"824",1350,1.91579567824181e-08,1.91579567824181e-08,1.31944577696022e-08,1.31944577696022e-08,"343270103"
"825",1370,1.57707328615944e-08,1.57707328615944e-08,1.07960914948682e-08,1.07960914948682e-08,"343270103"
"826",1390,1.29823873086522e-08,1.29823873086522e-08,8.83367801851541e-09,8.83367801851541e-09,"343270103"
"827",1410,1.06870353908725e-08,1.06870353908725e-08,7.22797388035245e-09,7.22797388035245e-09,"343270103"
"828",1430,8.79751333328674e-09,8.79751333328674e-09,5.91413976211885e-09,5.91413976211885e-09,"343270103"
"829",1450,7.24206835840183e-09,7.24206835840183e-09,4.83912223603243e-09,4.83912223603243e-09,"343270103"
"830",1470,5.96163394368742e-09,5.96163394368742e-09,3.95951143482514e-09,3.95951143482514e-09,"343270103"
"831",1490,4.90758682735898e-09,4.90758682735898e-09,3.23978813466904e-09,3.23978813466904e-09,"343270103"
"832",1510,4.03990058691369e-09,4.03990058691369e-09,2.65088946712584e-09,2.65088946712584e-09,"343270103"
"833",1530,3.32562567434566e-09,3.32562567434566e-09,2.16903534268811e-09,2.16903534268811e-09,"343270103"
"834",1550,2.7376381888437e-09,2.7376381888437e-09,1.77476819617496e-09,1.77476819617496e-09,"343270103"
"835",1570,2.25360987282192e-09,2.25360987282192e-09,1.45216727831209e-09,1.45216727831209e-09,"343270103"
"836",1590,1.85516021787581e-09,1.85516021787581e-09,1.18820576610809e-09,1.18820576610809e-09,"343270103"
"837",1610,1.52715848270558e-09,1.52715848270558e-09,9.72224731749593e-10,9.72224731749593e-10,"343270103"
"838",1630,1.25714911781044e-09,1.25714911781044e-09,7.95502728556516e-10,7.95502728556516e-10,"343270103"
"839",1650,1.03487877801106e-09,1.03487877801106e-09,6.50903613614153e-10,6.50903613614153e-10,"343270103"
"840",1670,8.51906961556765e-10,8.51906961556765e-10,5.32588385944001e-10,5.32588385944001e-10,"343270103"
"841",1690,7.01285490213351e-10,7.01285490213351e-10,4.35779404061783e-10,4.35779404061783e-10,"343270103"
"842",1710,5.7729465889687e-10,5.7729465889687e-10,3.56567461883048e-10,3.56567461883048e-10,"343270103"
"843",1730,4.75226035390327e-10,4.75226035390327e-10,2.91753932583042e-10,2.91753932583042e-10,"343270103"
"844",1750,3.9120366217203e-10,3.9120366217203e-10,2.38721606083028e-10,2.38721606083028e-10,"343270103"
"845",1770,3.22036870667466e-10,3.22036870667466e-10,1.95329004501557e-10,1.95329004501557e-10,"343270103"
"846",1790,2.65099118687927e-10,2.65099118687927e-10,1.59823907963738e-10,1.59823907963738e-10,"343270103"
"847",1810,2.18228250024463e-10,2.18228250024463e-10,1.30772598887626e-10,1.30772598887626e-10,"343270103"
"848",1830,1.79644388651483e-10,1.79644388651483e-10,1.07001967588629e-10,1.07001967588629e-10,"343270103"
"849",1850,1.47882349651557e-10,1.47882349651557e-10,8.75521413906941e-11,8.75521413906941e-11,"343270103"
"850",1870,1.21736000231504e-10,1.21736000231504e-10,7.1637724378731e-11,7.1637724378731e-11,"343270103"
"851",1890,1.00212457993014e-10,1.00212457993014e-10,5.86160826296876e-11,5.86160826296876e-11,"343270103"
"852",1910,8.24943871813083e-11,8.24943871813083e-11,4.79613942604585e-11,4.79613942604585e-11,"343270103"
"853",1930,6.79089611482637e-11,6.79089611482637e-11,3.92434164176317e-11,3.92434164176317e-11,"343270103"
"854",1950,5.59023124094595e-11,5.59023124094595e-11,3.21101118070982e-11,3.21101118070982e-11,"343270103"
"855",1970,4.601850006072e-11,4.601850006072e-11,2.62734332121275e-11,2.62734332121275e-11,"343270103"
"856",1990,3.78821958620828e-11,3.78821958620828e-11,2.14976919700269e-11,2.14976919700269e-11,"343270103"
"857",10,0.00878353262863232,0.00878353262863232,0.00907331406210296,0.00907331406210296,"343270102"
"858",30,0.007230559513235,0.007230559513235,0.00742405110438205,0.00742405110438205,"343270102"
"859",50,0.00595215992071447,0.00595215992071447,0.00607457588519775,0.00607457588519775,"343270102"
"860",70,0.0048997878596962,0.0048997878596962,0.00497039576724432,0.00497039576724432,"343270102"
"861",90,0.00403348051628701,0.00403348051628701,0.00406692327990171,0.00406692327990171,"343270102"
"862",110,0.00332034070476587,0.00332034070476587,0.00332767564981581,0.00332767564981581,"343270102"
"863",130,0.00273328762868893,0.00273328762868893,0.00272280160412681,0.00272280160412681,"343270102"
"864",150,0.00225002851376686,0.00225002851376686,0.00222787595775625,0.00222787595775625,"343270102"
"865",170,0.00185221206126494,0.00185221206126494,0.0018229133094477,0.0018229133094477,"343270102"
"866",190,0.00152473157513541,0.00152473157513541,0.00149156101900227,0.00149156101900227,"343270102"
"867",210,0.00125515129980701,0.00125515129980701,0.00122043887763437,0.00122043887763437,"343270102"
"868",230,0.00103323418436279,0.00103323418436279,0.000998598806931653,0.000998598806931653,"343270102"
"869",250,0.000850553140406247,0.000850553140406247,0.00081708276873172,0.00081708276873172,"343270102"
"870",270,0.000700171031508299,0.000700171031508299,0.000668561034044964,0.000668561034044964,"343270102"
"871",290,0.00057637724214297,0.00057637724214297,0.000547036204100922,0.000547036204100922,"343270102"
"872",310,0.000474470822571297,0.000474470822571297,0.000447601031706283,0.000447601031706283,"343270102"
"873",330,0.00039058197480955,0.00039058197480955,0.00036624026359244,0.00036624026359244,"343270102"
"874",350,0.000321525100783629,0.000321525100783629,0.000299668502024985,0.000299668502024985,"343270102"
"875",370,0.00026467783231505,0.00026467783231505,0.000245197538427482,0.000245197538427482,"343270102"
"876",390,0.000217881449218911,0.000217881449218911,0.000200627801869827,0.000200627801869827,"343270102"
"877",410,0.000179358903987191,0.000179358903987191,0.000164159539044569,0.000164159539044569,"343270102"
"878",430,0.000147647340123779,0.000147647340123779,0.00013432013912414,0.00013432013912414,"343270102"
"879",450,0.000121542541580114,0.000121542541580114,0.000109904668832129,0.000109904668832129,"343270102"
"880",470,0.000100053203812336,0.000100053203812336,8.99272164983115e-05,8.99272164983115e-05,"343270102"
"881",490,8.23632899474496e-05,8.23632899474496e-05,7.35810803405118e-05,7.35810803405118e-05,"343270102"
"882",510,6.78010425702255e-05,6.78010425702255e-05,6.02061933516925e-05,6.02061933516925e-05,"343270102"
"883",530,5.58134743833393e-05,5.58134743833393e-05,4.9262469389236e-05,4.9262469389236e-05,"343270102"
"884",550,4.59453690481697e-05,4.59453690481697e-05,4.03079941651417e-05,4.03079941651417e-05,"343270102"
"885",570,3.78219947834434e-05,3.78219947834434e-05,3.29811804759448e-05,3.29811804759448e-05,"343270102"
"886",590,3.11348742873098e-05,3.11348742873098e-05,2.69861670895927e-05,2.69861670895927e-05,"343270102"
"887",610,2.56300706093622e-05,2.56300706093622e-05,2.20808716873726e-05,2.20808716873726e-05,"343270102"
"888",630,2.10985441398952e-05,2.10985441398952e-05,1.8067215431355e-05,1.8067215431355e-05,"343270102"
"889",650,1.73682145323666e-05,1.73682145323666e-05,1.4783124419389e-05,1.4783124419389e-05,"343270102"
"890",670,1.42974261182273e-05,1.42974261182273e-05,1.20959850414948e-05,1.20959850414948e-05,"343270102"
"891",690,1.17695686695502e-05,1.17695686695502e-05,9.89728896092954e-06,9.89728896092954e-06,"343270102"
"892",710,9.68864923810726e-06,9.68864923810726e-06,8.09825148097506e-06,8.09825148097506e-06,"343270102"
"893",730,7.97564691575599e-06,7.97564691575599e-06,6.62622636441197e-06,6.62622636441197e-06,"343270102"
"894",750,6.56551209167677e-06,6.56551209167677e-06,5.42177233388925e-06,5.42177233388925e-06,"343270102"
"895",770,5.40469625614913e-06,5.40469625614913e-06,4.4362527966754e-06,4.4362527966754e-06,"343270102"
"896",790,4.44911854754841e-06,4.44911854754841e-06,3.62987186920349e-06,3.62987186920349e-06,"343270102"
"897",810,3.6624918241461e-06,3.6624918241461e-06,2.9700673948764e-06,2.9700673948764e-06,"343270102"
"898",830,3.01494469490558e-06,3.01494469490558e-06,2.4301960642053e-06,2.4301960642053e-06,"343270102"
"899",850,2.4818871822215e-06,2.4818871822215e-06,1.98845754162583e-06,1.98845754162583e-06,"343270102"
"900",870,2.04307694123998e-06,2.04307694123998e-06,1.62701415457259e-06,1.62701415457259e-06,"343270102"
"901",10,0.00878353262863232,0.00878353262863232,0.00907331406210296,0.00907331406210296,"340880102"
"902",30,0.007230559513235,0.007230559513235,0.00742405110438205,0.00742405110438205,"340880102"
"903",50,0.00595215992071447,0.00595215992071447,0.00607457588519775,0.00607457588519775,"340880102"
"904",70,0.0048997878596962,0.0048997878596962,0.00497039576724432,0.00497039576724432,"340880102"
"905",90,0.00403348051628701,0.00403348051628701,0.00406692327990171,0.00406692327990171,"340880102"
"906",110,0.00332034070476587,0.00332034070476587,0.00332767564981581,0.00332767564981581,"340880102"
"907",130,0.00273328762868893,0.00273328762868893,0.00272280160412681,0.00272280160412681,"340880102"
"908",150,0.00225002851376686,0.00225002851376686,0.00222787595775625,0.00222787595775625,"340880102"
"909",170,0.00185221206126494,0.00185221206126494,0.0018229133094477,0.0018229133094477,"340880102"
"910",190,0.00152473157513541,0.00152473157513541,0.00149156101900227,0.00149156101900227,"340880102"
"911",210,0.00125515129980701,0.00125515129980701,0.00122043887763437,0.00122043887763437,"340880102"
"912",230,0.00103323418436279,0.00103323418436279,0.000998598806931653,0.000998598806931653,"340880102"
"913",250,0.000850553140406247,0.000850553140406247,0.00081708276873172,0.00081708276873172,"340880102"
"914",270,0.000700171031508299,0.000700171031508299,0.000668561034044964,0.000668561034044964,"340880102"
"915",290,0.00057637724214297,0.00057637724214297,0.000547036204100922,0.000547036204100922,"340880102"
"916",310,0.000474470822571297,0.000474470822571297,0.000447601031706283,0.000447601031706283,"340880102"
"917",330,0.00039058197480955,0.00039058197480955,0.00036624026359244,0.00036624026359244,"340880102"
"918",350,0.000321525100783629,0.000321525100783629,0.000299668502024985,0.000299668502024985,"340880102"
"919",370,0.00026467783231505,0.00026467783231505,0.000245197538427482,0.000245197538427482,"340880102"
"920",390,0.000217881449218911,0.000217881449218911,0.000200627801869827,0.000200627801869827,"340880102"
"921",410,0.000179358903987191,0.000179358903987191,0.000164159539044569,0.000164159539044569,"340880102"
"922",430,0.000147647340123779,0.000147647340123779,0.00013432013912414,0.00013432013912414,"340880102"
"923",450,0.000121542541580114,0.000121542541580114,0.000109904668832129,0.000109904668832129,"340880102"
"924",470,0.000100053203812336,0.000100053203812336,8.99272164983115e-05,8.99272164983115e-05,"340880102"
"925",490,8.23632899474496e-05,8.23632899474496e-05,7.35810803405118e-05,7.35810803405118e-05,"340880102"
"926",510,6.78010425702255e-05,6.78010425702255e-05,6.02061933516925e-05,6.02061933516925e-05,"340880102"
"927",530,5.58134743833393e-05,5.58134743833393e-05,4.9262469389236e-05,4.9262469389236e-05,"340880102"
"928",550,4.59453690481697e-05,4.59453690481697e-05,4.03079941651417e-05,4.03079941651417e-05,"340880102"
"929",570,3.78219947834434e-05,3.78219947834434e-05,3.29811804759448e-05,3.29811804759448e-05,"340880102"
"930",590,3.11348742873098e-05,3.11348742873098e-05,2.69861670895927e-05,2.69861670895927e-05,"340880102"
"931",610,2.56300706093622e-05,2.56300706093622e-05,2.20808716873726e-05,2.20808716873726e-05,"340880102"
"932",630,2.10985441398952e-05,2.10985441398952e-05,1.8067215431355e-05,1.8067215431355e-05,"340880102"
"933",650,1.73682145323666e-05,1.73682145323666e-05,1.4783124419389e-05,1.4783124419389e-05,"340880102"
"934",670,1.42974261182273e-05,1.42974261182273e-05,1.20959850414948e-05,1.20959850414948e-05,"340880102"
"935",10,0.00878353262863232,0.00878353262863232,0.00907331406210296,0.00907331406210296,"340880101"
"936",30,0.007230559513235,0.007230559513235,0.00742405110438205,0.00742405110438205,"340880101"
"937",50,0.00595215992071447,0.00595215992071447,0.00607457588519775,0.00607457588519775,"340880101"
"938",70,0.0048997878596962,0.0048997878596962,0.00497039576724432,0.00497039576724432,"340880101"
"939",90,0.00403348051628701,0.00403348051628701,0.00406692327990171,0.00406692327990171,"340880101"
"940",110,0.00332034070476587,0.00332034070476587,0.00332767564981581,0.00332767564981581,"340880101"
"941",130,0.00273328762868893,0.00273328762868893,0.00272280160412681,0.00272280160412681,"340880101"
"942",150,0.00225002851376686,0.00225002851376686,0.00222787595775625,0.00222787595775625,"340880101"
"943",170,0.00185221206126494,0.00185221206126494,0.0018229133094477,0.0018229133094477,"340880101"
"944",190,0.00152473157513541,0.00152473157513541,0.00149156101900227,0.00149156101900227,"340880101"
"945",210,0.00125515129980701,0.00125515129980701,0.00122043887763437,0.00122043887763437,"340880101"
"946",230,0.00103323418436279,0.00103323418436279,0.000998598806931653,0.000998598806931653,"340880101"
"947",250,0.000850553140406247,0.000850553140406247,0.00081708276873172,0.00081708276873172,"340880101"
"948",270,0.000700171031508299,0.000700171031508299,0.000668561034044964,0.000668561034044964,"340880101"
"949",290,0.00057637724214297,0.00057637724214297,0.000547036204100922,0.000547036204100922,"340880101"
"950",310,0.000474470822571297,0.000474470822571297,0.000447601031706283,0.000447601031706283,"340880101"
"951",330,0.00039058197480955,0.00039058197480955,0.00036624026359244,0.00036624026359244,"340880101"
"952",350,0.000321525100783629,0.000321525100783629,0.000299668502024985,0.000299668502024985,"340880101"
"953",370,0.00026467783231505,0.00026467783231505,0.000245197538427482,0.000245197538427482,"340880101"
"954",390,0.000217881449218911,0.000217881449218911,0.000200627801869827,0.000200627801869827,"340880101"
"955",410,0.000179358903987191,0.000179358903987191,0.000164159539044569,0.000164159539044569,"340880101"
"956",430,0.000147647340123779,0.000147647340123779,0.00013432013912414,0.00013432013912414,"340880101"
"957",450,0.000121542541580114,0.000121542541580114,0.000109904668832129,0.000109904668832129,"340880101"
"958",470,0.000100053203812336,0.000100053203812336,8.99272164983115e-05,8.99272164983115e-05,"340880101"
"959",490,8.23632899474496e-05,8.23632899474496e-05,7.35810803405118e-05,7.35810803405118e-05,"340880101"
"960",510,6.78010425702255e-05,6.78010425702255e-05,6.02061933516925e-05,6.02061933516925e-05,"340880101"
"961",530,5.58134743833393e-05,5.58134743833393e-05,4.9262469389236e-05,4.9262469389236e-05,"340880101"
"962",550,4.59453690481697e-05,4.59453690481697e-05,4.03079941651417e-05,4.03079941651417e-05,"340880101"
"963",570,3.78219947834434e-05,3.78219947834434e-05,3.29811804759448e-05,3.29811804759448e-05,"340880101"
"964",590,3.11348742873098e-05,3.11348742873098e-05,2.69861670895927e-05,2.69861670895927e-05,"340880101"
"965",610,2.56300706093622e-05,2.56300706093622e-05,2.20808716873726e-05,2.20808716873726e-05,"340880101"
"966",630,2.10985441398952e-05,2.10985441398952e-05,1.8067215431355e-05,1.8067215431355e-05,"340880101"
"967",650,1.73682145323666e-05,1.73682145323666e-05,1.4783124419389e-05,1.4783124419389e-05,"340880101"
"968",670,1.42974261182273e-05,1.42974261182273e-05,1.20959850414948e-05,1.20959850414948e-05,"340880101"
"969",690,1.17695686695502e-05,1.17695686695502e-05,9.89728896092954e-06,9.89728896092954e-06,"340880101"
"970",710,9.68864923810726e-06,9.68864923810726e-06,8.09825148097506e-06,8.09825148097506e-06,"340880101"
"971",730,7.97564691575599e-06,7.97564691575599e-06,6.62622636441197e-06,6.62622636441197e-06,"340880101"
"972",750,6.56551209167677e-06,6.56551209167677e-06,5.42177233388925e-06,5.42177233388925e-06,"340880101"
"973",770,5.40469625614913e-06,5.40469625614913e-06,4.4362527966754e-06,4.4362527966754e-06,"340880101"
"974",790,4.44911854754841e-06,4.44911854754841e-06,3.62987186920349e-06,3.62987186920349e-06,"340880101"
"975",810,3.6624918241461e-06,3.6624918241461e-06,2.9700673948764e-06,2.9700673948764e-06,"340880101"
"976",830,3.01494469490558e-06,3.01494469490558e-06,2.4301960642053e-06,2.4301960642053e-06,"340880101"
"977",850,2.4818871822215e-06,2.4818871822215e-06,1.98845754162583e-06,1.98845754162583e-06,"340880101"
"978",870,2.04307694123998e-06,2.04307694123998e-06,1.62701415457259e-06,1.62701415457259e-06,"340880101"
"979",890,1.68185057633856e-06,1.68185057633856e-06,1.33127059731692e-06,1.33127059731692e-06,"340880101"
"980",910,1.38449086475109e-06,1.38449086475109e-06,1.08928456356677e-06,1.08928456356677e-06,"340880101"
"981",930,1.13970585826487e-06,1.13970585826487e-06,8.91284508811531e-07,8.91284508811531e-07,"340880101"
"982",950,9.38200082379597e-07,9.38200082379597e-07,7.29275069359521e-07,7.29275069359521e-07,"340880101"
"983",970,7.72321549629621e-07,7.72321549629621e-07,5.96714204646629e-07,5.96714204646629e-07,"340880101"
"984",990,6.35771182741127e-07,6.35771182741127e-07,4.88249025624547e-07,4.88249025624547e-07,"340880101"
"985",10,0.00878353262863232,0.00878353262863232,0.00907331406210296,0.00907331406210296,"343270104"
"986",30,0.007230559513235,0.007230559513235,0.00742405110438205,0.00742405110438205,"343270104"
"987",50,0.00595215992071447,0.00595215992071447,0.00607457588519775,0.00607457588519775,"343270104"
"988",70,0.0048997878596962,0.0048997878596962,0.00497039576724432,0.00497039576724432,"343270104"
"989",90,0.00403348051628701,0.00403348051628701,0.00406692327990171,0.00406692327990171,"343270104"
"990",110,0.00332034070476587,0.00332034070476587,0.00332767564981581,0.00332767564981581,"343270104"
"991",130,0.00273328762868893,0.00273328762868893,0.00272280160412681,0.00272280160412681,"343270104"
"992",150,0.00225002851376686,0.00225002851376686,0.00222787595775625,0.00222787595775625,"343270104"
"993",170,0.00185221206126494,0.00185221206126494,0.0018229133094477,0.0018229133094477,"343270104"
"994",10,0.00878353262863232,0.00878353262863232,0.00907331406210296,0.00907331406210296,"340900103"
"995",30,0.007230559513235,0.007230559513235,0.00742405110438205,0.00742405110438205,"340900103"
"996",50,0.00595215992071447,0.00595215992071447,0.00607457588519775,0.00607457588519775,"340900103"
"997",70,0.0048997878596962,0.0048997878596962,0.00497039576724432,0.00497039576724432,"340900103"
"998",90,0.00403348051628701,0.00403348051628701,0.00406692327990171,0.00406692327990171,"340900103"
"999",110,0.00332034070476587,0.00332034070476587,0.00332767564981581,0.00332767564981581,"340900103"
"1000",130,0.00273328762868893,0.00273328762868893,0.00272280160412681,0.00272280160412681,"340900103"
"1001",150,0.00225002851376686,0.00225002851376686,0.00222787595775625,0.00222787595775625,"340900103"
"1002",170,0.00185221206126494,0.00185221206126494,0.0018229133094477,0.0018229133094477,"340900103"
"1003",190,0.00152473157513541,0.00152473157513541,0.00149156101900227,0.00149156101900227,"340900103"
"1004",210,0.00125515129980701,0.00125515129980701,0.00122043887763437,0.00122043887763437,"340900103"
"1005",230,0.00103323418436279,0.00103323418436279,0.000998598806931653,0.000998598806931653,"340900103"
"1006",250,0.000850553140406247,0.000850553140406247,0.00081708276873172,0.00081708276873172,"340900103"
"1007",270,0.000700171031508299,0.000700171031508299,0.000668561034044964,0.000668561034044964,"340900103"
"1008",290,0.00057637724214297,0.00057637724214297,0.000547036204100922,0.000547036204100922,"340900103"
"1009",310,0.000474470822571297,0.000474470822571297,0.000447601031706283,0.000447601031706283,"340900103"
"1010",330,0.00039058197480955,0.00039058197480955,0.00036624026359244,0.00036624026359244,"340900103"
"1011",350,0.000321525100783629,0.000321525100783629,0.000299668502024985,0.000299668502024985,"340900103"
"1012",370,0.00026467783231505,0.00026467783231505,0.000245197538427482,0.000245197538427482,"340900103"
"1013",390,0.000217881449218911,0.000217881449218911,0.000200627801869827,0.000200627801869827,"340900103"
"1014",410,0.000179358903987191,0.000179358903987191,0.000164159539044569,0.000164159539044569,"340900103"
"1015",430,0.000147647340123779,0.000147647340123779,0.00013432013912414,0.00013432013912414,"340900103"
"1016",450,0.000121542541580114,0.000121542541580114,0.000109904668832129,0.000109904668832129,"340900103"
"1017",470,0.000100053203812336,0.000100053203812336,8.99272164983115e-05,8.99272164983115e-05,"340900103"
"1018",490,8.23632899474496e-05,8.23632899474496e-05,7.35810803405118e-05,7.35810803405118e-05,"340900103"
