"","surface","dBestAD","dBestCVM","dBestKS","dBestAIC","CODE_IRIS"
"3706",890,1.68185057633856e-06,1.68185057633856e-06,1.33127059731692e-06,1.33127059731692e-06,"341720105"
"3707",910,1.38449086475109e-06,1.38449086475109e-06,1.08928456356677e-06,1.08928456356677e-06,"341720105"
"3708",930,1.13970585826487e-06,1.13970585826487e-06,8.91284508811531e-07,8.91284508811531e-07,"341720105"
"3709",950,9.38200082379597e-07,9.38200082379597e-07,7.29275069359521e-07,7.29275069359521e-07,"341720105"
"3710",970,7.72321549629621e-07,7.72321549629621e-07,5.96714204646629e-07,5.96714204646629e-07,"341720105"
"3711",990,6.35771182741127e-07,6.35771182741127e-07,4.88249025624547e-07,4.88249025624547e-07,"341720105"
"3712",1010,5.23363613248775e-07,5.23363613248775e-07,3.9949964181679e-07,3.9949964181679e-07,"341720105"
"3713",1030,4.30830272130066e-07,4.30830272130066e-07,3.26882298654032e-07,3.26882298654032e-07,"341720105"
"3714",1050,3.54657295014196e-07,3.54657295014196e-07,2.67464663265822e-07,2.67464663265822e-07,"341720105"
"3715",1070,2.91952086572073e-07,2.91952086572073e-07,2.18847415080171e-07,2.18847415080171e-07,"341720105"
"3716",1090,2.40333476998902e-07,2.40333476998902e-07,1.79067359786786e-07,1.79067359786786e-07,"341720105"
"3717",1110,1.97841299387743e-07,1.97841299387743e-07,1.46518154346323e-07,1.46518154346323e-07,"341720105"
"3718",1130,1.62861954282005e-07,1.62861954282005e-07,1.19885441872903e-07,1.19885441872903e-07,"341720105"
"3719",1150,1.34067134792571e-07,1.34067134792571e-07,9.80937770966533e-08,9.80937770966533e-08,"341720105"
"3720",1170,1.10363385424974e-07,1.10363385424974e-07,8.02631992238816e-08,8.02631992238816e-08,"341720105"
"3721",1190,9.08505791617489e-08,9.08505791617489e-08,6.56736985803383e-08,6.56736985803383e-08,"341720105"
"3722",1210,7.47877360072126e-08,7.47877360072126e-08,5.37361421788159e-08,5.37361421788159e-08,"341720105"
"3723",1230,6.15648849868803e-08,6.15648849868803e-08,4.39684841676697e-08,4.39684841676697e-08,"341720105"
"3724",1250,5.0679901088091e-08,5.0679901088091e-08,3.59763005235747e-08,3.59763005235747e-08,"341720105"
"3725",1270,4.17194375470049e-08,4.17194375470049e-08,2.94368619674696e-08,2.94368619674696e-08,"341720105"
"3726",1290,3.43432294039625e-08,3.43432294039625e-08,2.40861019582609e-08,2.40861019582609e-08,"341720105"
"3727",1310,2.82711722698637e-08,2.82711722698637e-08,1.97079535238793e-08,1.97079535238793e-08,"341720105"
"3728",1330,2.32726856321815e-08,2.32726856321815e-08,1.61256243443815e-08,1.61256243443815e-08,"341720105"
"3729",1350,1.91579567824181e-08,1.91579567824181e-08,1.31944577696022e-08,1.31944577696022e-08,"341720105"
"3730",1370,1.57707328615944e-08,1.57707328615944e-08,1.07960914948682e-08,1.07960914948682e-08,"341720105"
"3731",1390,1.29823873086522e-08,1.29823873086522e-08,8.83367801851541e-09,8.83367801851541e-09,"341720105"
"3732",1410,1.06870353908725e-08,1.06870353908725e-08,7.22797388035245e-09,7.22797388035245e-09,"341720105"
"3733",1430,8.79751333328674e-09,8.79751333328674e-09,5.91413976211885e-09,5.91413976211885e-09,"341720105"
"3734",1450,7.24206835840183e-09,7.24206835840183e-09,4.83912223603243e-09,4.83912223603243e-09,"341720105"
"3735",1470,5.96163394368742e-09,5.96163394368742e-09,3.95951143482514e-09,3.95951143482514e-09,"341720105"
"3736",1490,4.90758682735898e-09,4.90758682735898e-09,3.23978813466904e-09,3.23978813466904e-09,"341720105"
"3737",1510,4.03990058691369e-09,4.03990058691369e-09,2.65088946712584e-09,2.65088946712584e-09,"341720105"
"3738",1530,3.32562567434566e-09,3.32562567434566e-09,2.16903534268811e-09,2.16903534268811e-09,"341720105"
"3739",1550,2.7376381888437e-09,2.7376381888437e-09,1.77476819617496e-09,1.77476819617496e-09,"341720105"
"3740",1570,2.25360987282192e-09,2.25360987282192e-09,1.45216727831209e-09,1.45216727831209e-09,"341720105"
"3741",1590,1.85516021787581e-09,1.85516021787581e-09,1.18820576610809e-09,1.18820576610809e-09,"341720105"
"3742",1610,1.52715848270558e-09,1.52715848270558e-09,9.72224731749593e-10,9.72224731749593e-10,"341720105"
"3743",1630,1.25714911781044e-09,1.25714911781044e-09,7.95502728556516e-10,7.95502728556516e-10,"341720105"
"3744",1650,1.03487877801106e-09,1.03487877801106e-09,6.50903613614153e-10,6.50903613614153e-10,"341720105"
"3745",1670,8.51906961556765e-10,8.51906961556765e-10,5.32588385944001e-10,5.32588385944001e-10,"341720105"
"3746",10,0.00878353262863232,0.00878353262863232,0.00907331406210296,0.00907331406210296,"341720704"
"3747",30,0.007230559513235,0.007230559513235,0.00742405110438205,0.00742405110438205,"341720704"
"3748",50,0.00595215992071447,0.00595215992071447,0.00607457588519775,0.00607457588519775,"341720704"
"3749",70,0.0048997878596962,0.0048997878596962,0.00497039576724432,0.00497039576724432,"341720704"
"3750",90,0.00403348051628701,0.00403348051628701,0.00406692327990171,0.00406692327990171,"341720704"
"3751",110,0.00332034070476587,0.00332034070476587,0.00332767564981581,0.00332767564981581,"341720704"
"3752",130,0.00273328762868893,0.00273328762868893,0.00272280160412681,0.00272280160412681,"341720704"
"3753",150,0.00225002851376686,0.00225002851376686,0.00222787595775625,0.00222787595775625,"341720704"
"3754",170,0.00185221206126494,0.00185221206126494,0.0018229133094477,0.0018229133094477,"341720704"
"3755",190,0.00152473157513541,0.00152473157513541,0.00149156101900227,0.00149156101900227,"341720704"
"3756",210,0.00125515129980701,0.00125515129980701,0.00122043887763437,0.00122043887763437,"341720704"
"3757",230,0.00103323418436279,0.00103323418436279,0.000998598806931653,0.000998598806931653,"341720704"
"3758",250,0.000850553140406247,0.000850553140406247,0.00081708276873172,0.00081708276873172,"341720704"
"3759",270,0.000700171031508299,0.000700171031508299,0.000668561034044964,0.000668561034044964,"341720704"
"3760",290,0.00057637724214297,0.00057637724214297,0.000547036204100922,0.000547036204100922,"341720704"
"3761",310,0.000474470822571297,0.000474470822571297,0.000447601031706283,0.000447601031706283,"341720704"
"3762",330,0.00039058197480955,0.00039058197480955,0.00036624026359244,0.00036624026359244,"341720704"
"3763",350,0.000321525100783629,0.000321525100783629,0.000299668502024985,0.000299668502024985,"341720704"
"3764",370,0.00026467783231505,0.00026467783231505,0.000245197538427482,0.000245197538427482,"341720704"
"3765",390,0.000217881449218911,0.000217881449218911,0.000200627801869827,0.000200627801869827,"341720704"
"3766",410,0.000179358903987191,0.000179358903987191,0.000164159539044569,0.000164159539044569,"341720704"
"3767",430,0.000147647340123779,0.000147647340123779,0.00013432013912414,0.00013432013912414,"341720704"
"3768",450,0.000121542541580114,0.000121542541580114,0.000109904668832129,0.000109904668832129,"341720704"
"3769",470,0.000100053203812336,0.000100053203812336,8.99272164983115e-05,8.99272164983115e-05,"341720704"
"3770",490,8.23632899474496e-05,8.23632899474496e-05,7.35810803405118e-05,7.35810803405118e-05,"341720704"
"3771",510,6.78010425702255e-05,6.78010425702255e-05,6.02061933516925e-05,6.02061933516925e-05,"341720704"
"3772",530,5.58134743833393e-05,5.58134743833393e-05,4.9262469389236e-05,4.9262469389236e-05,"341720704"
"3773",550,4.59453690481697e-05,4.59453690481697e-05,4.03079941651417e-05,4.03079941651417e-05,"341720704"
"3774",570,3.78219947834434e-05,3.78219947834434e-05,3.29811804759448e-05,3.29811804759448e-05,"341720704"
"3775",590,3.11348742873098e-05,3.11348742873098e-05,2.69861670895927e-05,2.69861670895927e-05,"341720704"
"3776",610,2.56300706093622e-05,2.56300706093622e-05,2.20808716873726e-05,2.20808716873726e-05,"341720704"
"3777",630,2.10985441398952e-05,2.10985441398952e-05,1.8067215431355e-05,1.8067215431355e-05,"341720704"
"3778",650,1.73682145323666e-05,1.73682145323666e-05,1.4783124419389e-05,1.4783124419389e-05,"341720704"
"3779",670,1.42974261182273e-05,1.42974261182273e-05,1.20959850414948e-05,1.20959850414948e-05,"341720704"
"3780",690,1.17695686695502e-05,1.17695686695502e-05,9.89728896092954e-06,9.89728896092954e-06,"341720704"
"3781",710,9.68864923810726e-06,9.68864923810726e-06,8.09825148097506e-06,8.09825148097506e-06,"341720704"
"3782",730,7.97564691575599e-06,7.97564691575599e-06,6.62622636441197e-06,6.62622636441197e-06,"341720704"
"3783",750,6.56551209167677e-06,6.56551209167677e-06,5.42177233388925e-06,5.42177233388925e-06,"341720704"
"3784",770,5.40469625614913e-06,5.40469625614913e-06,4.4362527966754e-06,4.4362527966754e-06,"341720704"
"3785",790,4.44911854754841e-06,4.44911854754841e-06,3.62987186920349e-06,3.62987186920349e-06,"341720704"
"3786",810,3.6624918241461e-06,3.6624918241461e-06,2.9700673948764e-06,2.9700673948764e-06,"341720704"
"3787",830,3.01494469490558e-06,3.01494469490558e-06,2.4301960642053e-06,2.4301960642053e-06,"341720704"
"3788",850,2.4818871822215e-06,2.4818871822215e-06,1.98845754162583e-06,1.98845754162583e-06,"341720704"
"3789",870,2.04307694123998e-06,2.04307694123998e-06,1.62701415457259e-06,1.62701415457259e-06,"341720704"
"3790",890,1.68185057633856e-06,1.68185057633856e-06,1.33127059731692e-06,1.33127059731692e-06,"341720704"
"3791",910,1.38449086475109e-06,1.38449086475109e-06,1.08928456356677e-06,1.08928456356677e-06,"341720704"
"3792",930,1.13970585826487e-06,1.13970585826487e-06,8.91284508811531e-07,8.91284508811531e-07,"341720704"
"3793",950,9.38200082379597e-07,9.38200082379597e-07,7.29275069359521e-07,7.29275069359521e-07,"341720704"
"3794",970,7.72321549629621e-07,7.72321549629621e-07,5.96714204646629e-07,5.96714204646629e-07,"341720704"
"3795",990,6.35771182741127e-07,6.35771182741127e-07,4.88249025624547e-07,4.88249025624547e-07,"341720704"
"3796",1010,5.23363613248775e-07,5.23363613248775e-07,3.9949964181679e-07,3.9949964181679e-07,"341720704"
"3797",1030,4.30830272130066e-07,4.30830272130066e-07,3.26882298654032e-07,3.26882298654032e-07,"341720704"
"3798",1050,3.54657295014196e-07,3.54657295014196e-07,2.67464663265822e-07,2.67464663265822e-07,"341720704"
"3799",1070,2.91952086572073e-07,2.91952086572073e-07,2.18847415080171e-07,2.18847415080171e-07,"341720704"
"3800",1090,2.40333476998902e-07,2.40333476998902e-07,1.79067359786786e-07,1.79067359786786e-07,"341720704"
"3801",1110,1.97841299387743e-07,1.97841299387743e-07,1.46518154346323e-07,1.46518154346323e-07,"341720704"
"3802",1130,1.62861954282005e-07,1.62861954282005e-07,1.19885441872903e-07,1.19885441872903e-07,"341720704"
"3803",1150,1.34067134792571e-07,1.34067134792571e-07,9.80937770966533e-08,9.80937770966533e-08,"341720704"
"3804",1170,1.10363385424974e-07,1.10363385424974e-07,8.02631992238816e-08,8.02631992238816e-08,"341720704"
"3805",1190,9.08505791617489e-08,9.08505791617489e-08,6.56736985803383e-08,6.56736985803383e-08,"341720704"
"3806",1210,7.47877360072126e-08,7.47877360072126e-08,5.37361421788159e-08,5.37361421788159e-08,"341720704"
"3807",1230,6.15648849868803e-08,6.15648849868803e-08,4.39684841676697e-08,4.39684841676697e-08,"341720704"
"3808",1250,5.0679901088091e-08,5.0679901088091e-08,3.59763005235747e-08,3.59763005235747e-08,"341720704"
"3809",1270,4.17194375470049e-08,4.17194375470049e-08,2.94368619674696e-08,2.94368619674696e-08,"341720704"
"3810",1290,3.43432294039625e-08,3.43432294039625e-08,2.40861019582609e-08,2.40861019582609e-08,"341720704"
"3811",1310,2.82711722698637e-08,2.82711722698637e-08,1.97079535238793e-08,1.97079535238793e-08,"341720704"
"3812",1330,2.32726856321815e-08,2.32726856321815e-08,1.61256243443815e-08,1.61256243443815e-08,"341720704"
"3813",1350,1.91579567824181e-08,1.91579567824181e-08,1.31944577696022e-08,1.31944577696022e-08,"341720704"
"3814",1370,1.57707328615944e-08,1.57707328615944e-08,1.07960914948682e-08,1.07960914948682e-08,"341720704"
"3815",1390,1.29823873086522e-08,1.29823873086522e-08,8.83367801851541e-09,8.83367801851541e-09,"341720704"
"3816",1410,1.06870353908725e-08,1.06870353908725e-08,7.22797388035245e-09,7.22797388035245e-09,"341720704"
"3817",1430,8.79751333328674e-09,8.79751333328674e-09,5.91413976211885e-09,5.91413976211885e-09,"341720704"
"3818",1450,7.24206835840183e-09,7.24206835840183e-09,4.83912223603243e-09,4.83912223603243e-09,"341720704"
"3819",1470,5.96163394368742e-09,5.96163394368742e-09,3.95951143482514e-09,3.95951143482514e-09,"341720704"
"3820",10,0.00878353262863232,0.00878353262863232,0.00907331406210296,0.00907331406210296,"341720106"
"3821",30,0.007230559513235,0.007230559513235,0.00742405110438205,0.00742405110438205,"341720106"
"3822",50,0.00595215992071447,0.00595215992071447,0.00607457588519775,0.00607457588519775,"341720106"
"3823",70,0.0048997878596962,0.0048997878596962,0.00497039576724432,0.00497039576724432,"341720106"
"3824",90,0.00403348051628701,0.00403348051628701,0.00406692327990171,0.00406692327990171,"341720106"
"3825",110,0.00332034070476587,0.00332034070476587,0.00332767564981581,0.00332767564981581,"341720106"
"3826",130,0.00273328762868893,0.00273328762868893,0.00272280160412681,0.00272280160412681,"341720106"
"3827",150,0.00225002851376686,0.00225002851376686,0.00222787595775625,0.00222787595775625,"341720106"
"3828",170,0.00185221206126494,0.00185221206126494,0.0018229133094477,0.0018229133094477,"341720106"
"3829",190,0.00152473157513541,0.00152473157513541,0.00149156101900227,0.00149156101900227,"341720106"
"3830",210,0.00125515129980701,0.00125515129980701,0.00122043887763437,0.00122043887763437,"341720106"
"3831",230,0.00103323418436279,0.00103323418436279,0.000998598806931653,0.000998598806931653,"341720106"
"3832",250,0.000850553140406247,0.000850553140406247,0.00081708276873172,0.00081708276873172,"341720106"
"3833",270,0.000700171031508299,0.000700171031508299,0.000668561034044964,0.000668561034044964,"341720106"
"3834",290,0.00057637724214297,0.00057637724214297,0.000547036204100922,0.000547036204100922,"341720106"
"3835",310,0.000474470822571297,0.000474470822571297,0.000447601031706283,0.000447601031706283,"341720106"
"3836",330,0.00039058197480955,0.00039058197480955,0.00036624026359244,0.00036624026359244,"341720106"
"3837",350,0.000321525100783629,0.000321525100783629,0.000299668502024985,0.000299668502024985,"341720106"
"3838",370,0.00026467783231505,0.00026467783231505,0.000245197538427482,0.000245197538427482,"341720106"
"3839",390,0.000217881449218911,0.000217881449218911,0.000200627801869827,0.000200627801869827,"341720106"
"3840",410,0.000179358903987191,0.000179358903987191,0.000164159539044569,0.000164159539044569,"341720106"
"3841",430,0.000147647340123779,0.000147647340123779,0.00013432013912414,0.00013432013912414,"341720106"
"3842",450,0.000121542541580114,0.000121542541580114,0.000109904668832129,0.000109904668832129,"341720106"
"3843",470,0.000100053203812336,0.000100053203812336,8.99272164983115e-05,8.99272164983115e-05,"341720106"
"3844",490,8.23632899474496e-05,8.23632899474496e-05,7.35810803405118e-05,7.35810803405118e-05,"341720106"
"3845",510,6.78010425702255e-05,6.78010425702255e-05,6.02061933516925e-05,6.02061933516925e-05,"341720106"
"3846",530,5.58134743833393e-05,5.58134743833393e-05,4.9262469389236e-05,4.9262469389236e-05,"341720106"
"3847",550,4.59453690481697e-05,4.59453690481697e-05,4.03079941651417e-05,4.03079941651417e-05,"341720106"
"3848",570,3.78219947834434e-05,3.78219947834434e-05,3.29811804759448e-05,3.29811804759448e-05,"341720106"
"3849",590,3.11348742873098e-05,3.11348742873098e-05,2.69861670895927e-05,2.69861670895927e-05,"341720106"
"3850",610,2.56300706093622e-05,2.56300706093622e-05,2.20808716873726e-05,2.20808716873726e-05,"341720106"
"3851",630,2.10985441398952e-05,2.10985441398952e-05,1.8067215431355e-05,1.8067215431355e-05,"341720106"
"3852",650,1.73682145323666e-05,1.73682145323666e-05,1.4783124419389e-05,1.4783124419389e-05,"341720106"
"3853",670,1.42974261182273e-05,1.42974261182273e-05,1.20959850414948e-05,1.20959850414948e-05,"341720106"
"3854",690,1.17695686695502e-05,1.17695686695502e-05,9.89728896092954e-06,9.89728896092954e-06,"341720106"
"3855",710,9.68864923810726e-06,9.68864923810726e-06,8.09825148097506e-06,8.09825148097506e-06,"341720106"
"3856",730,7.97564691575599e-06,7.97564691575599e-06,6.62622636441197e-06,6.62622636441197e-06,"341720106"
"3857",750,6.56551209167677e-06,6.56551209167677e-06,5.42177233388925e-06,5.42177233388925e-06,"341720106"
"3858",770,5.40469625614913e-06,5.40469625614913e-06,4.4362527966754e-06,4.4362527966754e-06,"341720106"
"3859",790,4.44911854754841e-06,4.44911854754841e-06,3.62987186920349e-06,3.62987186920349e-06,"341720106"
"3860",810,3.6624918241461e-06,3.6624918241461e-06,2.9700673948764e-06,2.9700673948764e-06,"341720106"
"3861",830,3.01494469490558e-06,3.01494469490558e-06,2.4301960642053e-06,2.4301960642053e-06,"341720106"
"3862",850,2.4818871822215e-06,2.4818871822215e-06,1.98845754162583e-06,1.98845754162583e-06,"341720106"
"3863",870,2.04307694123998e-06,2.04307694123998e-06,1.62701415457259e-06,1.62701415457259e-06,"341720106"
"3864",890,1.68185057633856e-06,1.68185057633856e-06,1.33127059731692e-06,1.33127059731692e-06,"341720106"
"3865",910,1.38449086475109e-06,1.38449086475109e-06,1.08928456356677e-06,1.08928456356677e-06,"341720106"
"3866",930,1.13970585826487e-06,1.13970585826487e-06,8.91284508811531e-07,8.91284508811531e-07,"341720106"
"3867",950,9.38200082379597e-07,9.38200082379597e-07,7.29275069359521e-07,7.29275069359521e-07,"341720106"
"3868",970,7.72321549629621e-07,7.72321549629621e-07,5.96714204646629e-07,5.96714204646629e-07,"341720106"
"3869",990,6.35771182741127e-07,6.35771182741127e-07,4.88249025624547e-07,4.88249025624547e-07,"341720106"
"3870",1010,5.23363613248775e-07,5.23363613248775e-07,3.9949964181679e-07,3.9949964181679e-07,"341720106"
"3871",1030,4.30830272130066e-07,4.30830272130066e-07,3.26882298654032e-07,3.26882298654032e-07,"341720106"
"3872",1050,3.54657295014196e-07,3.54657295014196e-07,2.67464663265822e-07,2.67464663265822e-07,"341720106"
"3873",1070,2.91952086572073e-07,2.91952086572073e-07,2.18847415080171e-07,2.18847415080171e-07,"341720106"
"3874",1090,2.40333476998902e-07,2.40333476998902e-07,1.79067359786786e-07,1.79067359786786e-07,"341720106"
"3875",1110,1.97841299387743e-07,1.97841299387743e-07,1.46518154346323e-07,1.46518154346323e-07,"341720106"
"3876",1130,1.62861954282005e-07,1.62861954282005e-07,1.19885441872903e-07,1.19885441872903e-07,"341720106"
"3877",1150,1.34067134792571e-07,1.34067134792571e-07,9.80937770966533e-08,9.80937770966533e-08,"341720106"
"3878",1170,1.10363385424974e-07,1.10363385424974e-07,8.02631992238816e-08,8.02631992238816e-08,"341720106"
"3879",1190,9.08505791617489e-08,9.08505791617489e-08,6.56736985803383e-08,6.56736985803383e-08,"341720106"
"3880",1210,7.47877360072126e-08,7.47877360072126e-08,5.37361421788159e-08,5.37361421788159e-08,"341720106"
"3881",1230,6.15648849868803e-08,6.15648849868803e-08,4.39684841676697e-08,4.39684841676697e-08,"341720106"
"3882",1250,5.0679901088091e-08,5.0679901088091e-08,3.59763005235747e-08,3.59763005235747e-08,"341720106"
"3883",1270,4.17194375470049e-08,4.17194375470049e-08,2.94368619674696e-08,2.94368619674696e-08,"341720106"
"3884",1290,3.43432294039625e-08,3.43432294039625e-08,2.40861019582609e-08,2.40861019582609e-08,"341720106"
"3885",1310,2.82711722698637e-08,2.82711722698637e-08,1.97079535238793e-08,1.97079535238793e-08,"341720106"
"3886",1330,2.32726856321815e-08,2.32726856321815e-08,1.61256243443815e-08,1.61256243443815e-08,"341720106"
"3887",1350,1.91579567824181e-08,1.91579567824181e-08,1.31944577696022e-08,1.31944577696022e-08,"341720106"
"3888",1370,1.57707328615944e-08,1.57707328615944e-08,1.07960914948682e-08,1.07960914948682e-08,"341720106"
"3889",1390,1.29823873086522e-08,1.29823873086522e-08,8.83367801851541e-09,8.83367801851541e-09,"341720106"
"3890",1410,1.06870353908725e-08,1.06870353908725e-08,7.22797388035245e-09,7.22797388035245e-09,"341720106"
"3891",1430,8.79751333328674e-09,8.79751333328674e-09,5.91413976211885e-09,5.91413976211885e-09,"341720106"
"3892",1450,7.24206835840183e-09,7.24206835840183e-09,4.83912223603243e-09,4.83912223603243e-09,"341720106"
"3893",1470,5.96163394368742e-09,5.96163394368742e-09,3.95951143482514e-09,3.95951143482514e-09,"341720106"
"3894",1490,4.90758682735898e-09,4.90758682735898e-09,3.23978813466904e-09,3.23978813466904e-09,"341720106"
"3895",1510,4.03990058691369e-09,4.03990058691369e-09,2.65088946712584e-09,2.65088946712584e-09,"341720106"
"3896",1530,3.32562567434566e-09,3.32562567434566e-09,2.16903534268811e-09,2.16903534268811e-09,"341720106"
"3897",1550,2.7376381888437e-09,2.7376381888437e-09,1.77476819617496e-09,1.77476819617496e-09,"341720106"
"3898",1570,2.25360987282192e-09,2.25360987282192e-09,1.45216727831209e-09,1.45216727831209e-09,"341720106"
"3899",1590,1.85516021787581e-09,1.85516021787581e-09,1.18820576610809e-09,1.18820576610809e-09,"341720106"
"3900",1610,1.52715848270558e-09,1.52715848270558e-09,9.72224731749593e-10,9.72224731749593e-10,"341720106"
"3901",1630,1.25714911781044e-09,1.25714911781044e-09,7.95502728556516e-10,7.95502728556516e-10,"341720106"
"3902",1650,1.03487877801106e-09,1.03487877801106e-09,6.50903613614153e-10,6.50903613614153e-10,"341720106"
"3903",1670,8.51906961556765e-10,8.51906961556765e-10,5.32588385944001e-10,5.32588385944001e-10,"341720106"
"3904",1690,7.01285490213351e-10,7.01285490213351e-10,4.35779404061783e-10,4.35779404061783e-10,"341720106"
"3905",1710,5.7729465889687e-10,5.7729465889687e-10,3.56567461883048e-10,3.56567461883048e-10,"341720106"
"3906",1730,4.75226035390327e-10,4.75226035390327e-10,2.91753932583042e-10,2.91753932583042e-10,"341720106"
"3907",1750,3.9120366217203e-10,3.9120366217203e-10,2.38721606083028e-10,2.38721606083028e-10,"341720106"
"3908",1770,3.22036870667466e-10,3.22036870667466e-10,1.95329004501557e-10,1.95329004501557e-10,"341720106"
"3909",1790,2.65099118687927e-10,2.65099118687927e-10,1.59823907963738e-10,1.59823907963738e-10,"341720106"
"3910",1810,2.18228250024463e-10,2.18228250024463e-10,1.30772598887626e-10,1.30772598887626e-10,"341720106"
"3911",1830,1.79644388651483e-10,1.79644388651483e-10,1.07001967588629e-10,1.07001967588629e-10,"341720106"
"3912",1850,1.47882349651557e-10,1.47882349651557e-10,8.75521413906941e-11,8.75521413906941e-11,"341720106"
"3913",1870,1.21736000231504e-10,1.21736000231504e-10,7.1637724378731e-11,7.1637724378731e-11,"341720106"
"3914",1890,1.00212457993014e-10,1.00212457993014e-10,5.86160826296876e-11,5.86160826296876e-11,"341720106"
"3915",1910,8.24943871813083e-11,8.24943871813083e-11,4.79613942604585e-11,4.79613942604585e-11,"341720106"
"3916",1930,6.79089611482637e-11,6.79089611482637e-11,3.92434164176317e-11,3.92434164176317e-11,"341720106"
"3917",1950,5.59023124094595e-11,5.59023124094595e-11,3.21101118070982e-11,3.21101118070982e-11,"341720106"
"3918",1970,4.601850006072e-11,4.601850006072e-11,2.62734332121275e-11,2.62734332121275e-11,"341720106"
"3919",10,0.00878353262863232,0.00878353262863232,0.00907331406210296,0.00907331406210296,"341720101"
"3920",30,0.007230559513235,0.007230559513235,0.00742405110438205,0.00742405110438205,"341720101"
"3921",50,0.00595215992071447,0.00595215992071447,0.00607457588519775,0.00607457588519775,"341720101"
"3922",70,0.0048997878596962,0.0048997878596962,0.00497039576724432,0.00497039576724432,"341720101"
"3923",90,0.00403348051628701,0.00403348051628701,0.00406692327990171,0.00406692327990171,"341720101"
"3924",110,0.00332034070476587,0.00332034070476587,0.00332767564981581,0.00332767564981581,"341720101"
"3925",130,0.00273328762868893,0.00273328762868893,0.00272280160412681,0.00272280160412681,"341720101"
"3926",150,0.00225002851376686,0.00225002851376686,0.00222787595775625,0.00222787595775625,"341720101"
"3927",170,0.00185221206126494,0.00185221206126494,0.0018229133094477,0.0018229133094477,"341720101"
"3928",190,0.00152473157513541,0.00152473157513541,0.00149156101900227,0.00149156101900227,"341720101"
"3929",210,0.00125515129980701,0.00125515129980701,0.00122043887763437,0.00122043887763437,"341720101"
"3930",230,0.00103323418436279,0.00103323418436279,0.000998598806931653,0.000998598806931653,"341720101"
"3931",250,0.000850553140406247,0.000850553140406247,0.00081708276873172,0.00081708276873172,"341720101"
"3932",270,0.000700171031508299,0.000700171031508299,0.000668561034044964,0.000668561034044964,"341720101"
"3933",290,0.00057637724214297,0.00057637724214297,0.000547036204100922,0.000547036204100922,"341720101"
"3934",310,0.000474470822571297,0.000474470822571297,0.000447601031706283,0.000447601031706283,"341720101"
"3935",330,0.00039058197480955,0.00039058197480955,0.00036624026359244,0.00036624026359244,"341720101"
"3936",350,0.000321525100783629,0.000321525100783629,0.000299668502024985,0.000299668502024985,"341720101"
"3937",370,0.00026467783231505,0.00026467783231505,0.000245197538427482,0.000245197538427482,"341720101"
"3938",390,0.000217881449218911,0.000217881449218911,0.000200627801869827,0.000200627801869827,"341720101"
"3939",410,0.000179358903987191,0.000179358903987191,0.000164159539044569,0.000164159539044569,"341720101"
"3940",430,0.000147647340123779,0.000147647340123779,0.00013432013912414,0.00013432013912414,"341720101"
"3941",450,0.000121542541580114,0.000121542541580114,0.000109904668832129,0.000109904668832129,"341720101"
"3942",470,0.000100053203812336,0.000100053203812336,8.99272164983115e-05,8.99272164983115e-05,"341720101"
"3943",490,8.23632899474496e-05,8.23632899474496e-05,7.35810803405118e-05,7.35810803405118e-05,"341720101"
"3944",510,6.78010425702255e-05,6.78010425702255e-05,6.02061933516925e-05,6.02061933516925e-05,"341720101"
"3945",530,5.58134743833393e-05,5.58134743833393e-05,4.9262469389236e-05,4.9262469389236e-05,"341720101"
"3946",550,4.59453690481697e-05,4.59453690481697e-05,4.03079941651417e-05,4.03079941651417e-05,"341720101"
"3947",570,3.78219947834434e-05,3.78219947834434e-05,3.29811804759448e-05,3.29811804759448e-05,"341720101"
"3948",590,3.11348742873098e-05,3.11348742873098e-05,2.69861670895927e-05,2.69861670895927e-05,"341720101"
"3949",610,2.56300706093622e-05,2.56300706093622e-05,2.20808716873726e-05,2.20808716873726e-05,"341720101"
"3950",630,2.10985441398952e-05,2.10985441398952e-05,1.8067215431355e-05,1.8067215431355e-05,"341720101"
"3951",650,1.73682145323666e-05,1.73682145323666e-05,1.4783124419389e-05,1.4783124419389e-05,"341720101"
"3952",670,1.42974261182273e-05,1.42974261182273e-05,1.20959850414948e-05,1.20959850414948e-05,"341720101"
"3953",690,1.17695686695502e-05,1.17695686695502e-05,9.89728896092954e-06,9.89728896092954e-06,"341720101"
"3954",710,9.68864923810726e-06,9.68864923810726e-06,8.09825148097506e-06,8.09825148097506e-06,"341720101"
"3955",730,7.97564691575599e-06,7.97564691575599e-06,6.62622636441197e-06,6.62622636441197e-06,"341720101"
"3956",750,6.56551209167677e-06,6.56551209167677e-06,5.42177233388925e-06,5.42177233388925e-06,"341720101"
"3957",770,5.40469625614913e-06,5.40469625614913e-06,4.4362527966754e-06,4.4362527966754e-06,"341720101"
"3958",790,4.44911854754841e-06,4.44911854754841e-06,3.62987186920349e-06,3.62987186920349e-06,"341720101"
"3959",810,3.6624918241461e-06,3.6624918241461e-06,2.9700673948764e-06,2.9700673948764e-06,"341720101"
"3960",830,3.01494469490558e-06,3.01494469490558e-06,2.4301960642053e-06,2.4301960642053e-06,"341720101"
"3961",850,2.4818871822215e-06,2.4818871822215e-06,1.98845754162583e-06,1.98845754162583e-06,"341720101"
"3962",870,2.04307694123998e-06,2.04307694123998e-06,1.62701415457259e-06,1.62701415457259e-06,"341720101"
